name,encoder,decoder,accuracy,best_val_accuracy,steps,reservoir_dim,spike_rate,spike_participation,active_unit_fraction,spike_selective_fraction,mean_spike_selectivity,temporal_center_of_mass,temporal_burst_ratio,spike_fisher_ratio,membrane_fisher_ratio,spike_centroid_accuracy,membrane_centroid_accuracy,weight_mean,weight_std,weight_skew,weight_kurtosis,spectral_norm,frobenius_norm,stable_rank,effective_rank,spectral_entropy,top1_energy,top5_energy,spectral_radius,non_normality,reciprocity,symmetric_energy,row_norm_cv,column_norm_cv,top_edge_reciprocity,stable_rank_shuffle_mean,stable_rank_shuffle_std,stable_rank_shuffle_z,effective_rank_shuffle_mean,effective_rank_shuffle_std,effective_rank_shuffle_z,top1_energy_shuffle_mean,top1_energy_shuffle_std,top1_energy_shuffle_z,spectral_radius_shuffle_mean,spectral_radius_shuffle_std,spectral_radius_shuffle_z,non_normality_shuffle_mean,non_normality_shuffle_std,non_normality_shuffle_z,reciprocity_shuffle_mean,reciprocity_shuffle_std,reciprocity_shuffle_z,row_norm_cv_shuffle_mean,row_norm_cv_shuffle_std,row_norm_cv_shuffle_z,top_edge_reciprocity_shuffle_mean,top_edge_reciprocity_shuffle_std,top_edge_reciprocity_shuffle_z
cnn3__membrane_mlp,cnn3,membrane_mlp,0.988,0.9933,49,64,0.01739498304418521,0.18456556888195322,0.5520833333333334,0.5188679245283019,0.5991678430623367,0.48757113727672413,5.709755151415753,1.5732107776566,3.5216721812003846,0.94,0.964,-0.006748607382178307,0.08315371721982956,-0.02943444810807705,0.6533935070037842,2.5920112133026123,5.339335977652182,4.2432708740234375,17.433525401558576,0.6872987391919646,0.23566724359989166,0.6118016242980957,0.758001983165741,0.3982463777065277,-0.006459774190966758,0.5097560882568359,0.12917110323905945,0.3314260244369507,0.08436724565756824,16.763632316589355,0.8368212617951418,-14.961810859952752,38.37848899704396,0.4834644284479124,-43.32265697959608,0.05979711256921291,0.0029532671374999523,59.551040539989614,0.7022322928905487,0.03446148594569221,1.6183193714594792,0.17923467487096786,0.003045549311278878,71.91205278616656,0.0008300195795797829,0.025604300621987805,-0.2847097399054282,0.1013945272564888,0.007289020496417347,3.8107419228994095,0.10114143920595535,0.02012496581636351,-0.833501716298474
cnn3__spike_mlp,cnn3,spike_mlp,0.986,0.987,49,64,0.1782200264921994,0.48853225040302856,0.9895833333333334,0.33157894736842103,0.42235525487629755,0.5516734341878634,2.477270021721667,3.4468787436480017,5.400048980613958,0.912,0.904,-0.019877949729561806,0.07758937776088715,-0.3767034411430359,1.043543815612793,2.9675025939941406,5.126094422136428,2.9839463233947754,8.010291083018137,0.5003091115250684,0.335126668214798,0.830863356590271,1.7863819599151611,0.45322346687316895,0.18947244171179775,0.6355090737342834,0.29983022809028625,0.3004396855831146,0.08436724565756824,10.505259780883788,0.4562309039471279,-16.48576059275601,36.60198595498181,0.3905184748768731,-73.2147048381728,0.09536525577306748,0.004114440064615298,58.27315714323045,1.2685673642158508,0.040586626993920176,12.758256451734171,0.18017192631959916,0.003296982317712697,82.81862449993396,0.004438163741657843,0.021643525078363268,8.549174743956849,0.11166998699307441,0.009726390233469238,19.34533126685976,0.09975186104218363,0.02028318965036507,-0.7584909301648463
cnn3__both_mlp,cnn3,both_mlp,0.992,0.9941,49,64,0.019948129347991197,0.18214183036998252,0.5677083333333334,0.5963302752293578,0.6118427029861718,0.4918273717219367,5.049593144752192,1.5767967112839592,3.306248166638775,0.952,0.956,-0.0032253609970211983,0.09364379197359085,-0.12527653574943542,2.4074325561523438,3.171675682067871,5.996756630703853,3.574829339981079,13.83766138656899,0.6317547063213593,0.2797336280345917,0.685954213142395,0.8270894885063171,0.46930864453315735,0.003521821794636722,0.5099015831947327,0.15979434549808502,0.42049625515937805,0.09925558312655088,16.186749935150146,0.7495641433987131,-16.82567223397778,38.149331715228314,0.40321824943012496,-60.29407241120513,0.06191099129617214,0.002914880846091562,74.72780132007402,0.7996536576747895,0.042369308944733494,0.6475402010288853,0.18122868806123735,0.0030826770565445575,93.45122800337552,0.0043466993901613215,0.022165030811982633,-0.037215269517183014,0.12758533731102945,0.009338630695712676,3.449007593997971,0.0969727047146402,0.022824159943484006,0.10002026000358474
cnn3__all_state_mlp,cnn3,all_state_mlp,0.998,0.9941,49,64,0.009492346926766914,0.1250264993971275,0.5,0.7708333333333334,0.6680971263184295,0.50891593487839,6.1357847582823615,1.9455950772577761,3.3416708995059268,0.944,0.948,-0.0358269028365612,0.08167710900306702,0.10435844212770462,0.04775857925415039,3.220404624938965,5.708109978902824,3.141693353652954,18.072923910659547,0.6959596708343151,0.31829968094825745,0.5588240623474121,2.4524710178375244,0.3354340195655823,0.06832968760945601,0.6151029467582703,0.14810211956501007,0.14780893921852112,0.07444168734491315,5.326823329925537,0.0821621609825887,-26.595332329874356,31.108023281061634,0.3417011266566497,-38.147662836066964,0.18777263909578323,0.0028779494853307984,45.35418099510913,2.2939187335968017,0.025554096568043163,6.2045740423083995,0.17457247018814087,0.005834453216535227,27.570972532875764,0.0018020253208496455,0.021431177297216508,3.104246741369967,0.08556649431586266,0.007535446427459455,8.298861368221688,0.09846153846153846,0.024133269406755944,-0.9953003346451319
cnn3__lif_count,cnn3,lif_count,0.99,0.9931,49,64,0.01763584189109194,0.19227287736205365,0.4895833333333333,0.3829787234042553,0.5334322477628218,0.5253463937707377,4.934417730945477,1.1887091400151122,3.1099873294817915,0.964,0.988,0.005968000739812851,0.07437041401863098,-0.058126531541347504,0.41129398345947266,2.1540653705596924,4.775006974300065,4.913944721221924,17.322065704480817,0.6857565134341276,0.20350249111652374,0.5967145562171936,0.7859550714492798,0.373417466878891,0.04405962900979089,0.5354896187782288,0.11765729635953903,0.257152795791626,0.07444168734491315,16.83686996459961,0.631711322537259,-18.87400908929325,38.50218635589774,0.3639085789681304,-58.201762408222294,0.05947644747793675,0.0022586073386839764,63.76763290006253,0.6336974000930786,0.03562961899686585,4.27334548173514,0.17933559477329253,0.0033533658879484857,57.87673596940339,-0.005331097831615181,0.02547573072069092,1.9387364147828676,0.09538077637553215,0.007491390215968784,2.973616290407867,0.09895781637717121,0.017435723828409667,-1.4060861065206613
res_cnn__linear,res_cnn,linear,0.99,0.9932,98,64,0.009761054463830078,0.1888710564488764,0.6041666666666666,0.5775862068965517,0.6227967051476553,0.6753540341742799,9.056105229322831,1.4627540401021342,2.9284425417698325,0.948,0.972,-0.0018655345775187016,0.07937859743833542,0.014042064547538757,0.5603451728820801,2.4803550243377686,5.081633028090255,4.197385787963867,16.350197844707303,0.6718726979952747,0.23824352025985718,0.6001958847045898,0.8159337043762207,0.4104439318180084,0.008458751701360482,0.512908935546875,0.11599770188331604,0.34700000286102295,0.0794044665012407,16.86381435394287,0.8309355344241599,-15.243575513661076,38.57402230558771,0.3639165435627625,-61.068464333355045,0.05944130919873714,0.002960428217646653,60.39741480482716,0.6731587052345276,0.03950732310645132,3.613886943364654,0.17874480605125428,0.0028801727786735448,80.44625915583526,-0.0005301500329232262,0.020104049664579137,0.44711895783470174,0.09987444370985031,0.008377324648354629,1.9246309353228255,0.10471464019851118,0.025743463531180868,-0.9831689378787133
res_cnn__membrane_mlp,res_cnn,membrane_mlp,0.992,0.9934,98,64,0.015195046860472454,0.20843929692434596,0.6197916666666666,0.5210084033613446,0.58213605842794,0.6948629442599533,7.684744874762585,1.934451805217595,2.870794135353286,0.956,0.952,0.0034555699676275253,0.07604870200157166,0.0002782370138447732,0.24248480796813965,2.2570154666900635,4.872138919985723,4.65983247756958,17.80740448633864,0.6924008911675613,0.21459998190402985,0.596557080745697,0.858085572719574,0.3896750807762146,-0.025960698022453835,0.4991036355495453,0.1505204439163208,0.25069624185562134,0.07444168734491315,16.9402672958374,0.7083214690808127,-17.337374842250814,38.57457672176438,0.48300803879592374,-42.995500214024595,0.05913492411375046,0.0025436018838009664,61.12004350223399,0.638256858587265,0.030413353055443168,7.228032822673775,0.1781410586833954,0.0035512852969278173,59.56548246794344,-0.0003158078142905879,0.025274720242704534,-1.0146458580709934,0.09180215820670128,0.0067170489930983,8.74167893816942,0.1032258064516129,0.019181494871986792,-1.5006191800377828
res_cnn__spike_mlp,res_cnn,spike_mlp,0.988,0.987,98,64,0.23576307411558808,0.5581865727808171,1.0,0.07291666666666667,0.25227470146302705,0.4628569884396984,1.9700428316379457,2.654838456248015,3.9615353156374735,0.892,0.932,-0.01668364927172661,0.07494140416383743,-0.23953118920326233,1.4896502494812012,2.933871030807495,4.913665609903888,2.804975748062134,8.718699817368046,0.5206855013441934,0.3565092980861664,0.8162319660186768,1.5026156902313232,0.47283485531806946,0.16635693399893758,0.6184954047203064,0.25614574551582336,0.3598370850086212,0.1141439205955335,12.11590353012085,0.5959666650781313,-15.62323587484218,37.12642909427031,0.4491276942075083,-63.25089644500339,0.08272732198238372,0.003971645536376014,68.93414167911847,1.060934898853302,0.047457126662434054,9.306943391658082,0.17977845191955566,0.00411007400897094,71.30197722933164,-0.006656229226694033,0.0180064881094342,9.608379056157222,0.11713377580046654,0.009455488611069733,14.701722505658005,0.10431761786600496,0.02104311042101332,0.46696056490375765
res_cnn__both_mlp,res_cnn,both_mlp,0.992,0.994,98,64,0.014280931208428228,0.2063523555257613,0.59375,0.49122807017543857,0.572328874656236,0.6909292573764311,7.915925957971789,1.6643406959173859,2.8307964744258283,0.932,0.932,-0.00016956636682152748,0.07869740575551987,-0.04139547422528267,0.40201878547668457,2.2871572971343994,5.03664568526625,4.849430084228516,16.675618417359228,0.676611393302048,0.20620980858802795,0.6191400289535522,0.8563060164451599,0.39225831627845764,-0.012972465875155315,0.5027734041213989,0.15096308290958405,0.2699577212333679,0.15384615384615385,16.94425880432129,0.6933676106443967,-17.443602115841806,38.55846712704309,0.4200245963974173,-52.09896967314464,0.059112852066755296,0.002391852322502293,61.49918000262813,0.6656229305267334,0.03830631029016286,4.977850502281195,0.17842490553855897,0.0034140969728600596,62.63249475329519,-0.004206322886676946,0.02097220534752555,-0.41798861126985204,0.09432926326990128,0.007255439463233171,7.805704937195574,0.09895781637717121,0.0229383890950359,2.392859291102575
res_cnn__all_state_mlp,res_cnn,all_state_mlp,0.988,0.994,98,64,0.006492346951796207,0.14605725065769615,0.5416666666666666,0.7307692307692307,0.6560117421009537,0.7341632785543611,9.644369651941505,2.058625757949513,2.8010454439655734,0.94,0.932,-0.034186951816082,0.07380923628807068,-0.11316318064928055,-0.06586265563964844,2.7834644317626953,5.20589998495172,3.4980037212371826,16.778037568277416,0.6780836794485342,0.2858773469924927,0.6009116172790527,2.240118980407715,0.2992434799671173,0.16026647921451614,0.6602945923805237,0.16861627995967865,0.1660975068807602,0.14392059553349876,4.9377524852752686,0.08930456322553369,-16.121782717889573,30.214184611835062,0.3563845867456485,-37.70125741477989,0.20258641213178635,0.0036750875751182417,22.66365988789438,2.1876832485198974,0.02346839450465856,2.234312699891285,0.17344584733247756,0.006218148146407788,20.230722985799684,0.007268531956484173,0.018195939133805766,8.408356729100124,0.08796634152531624,0.007055618732639543,11.430597583351965,0.10004962779156326,0.014403056586493266,3.0459484400746097
res_cnn__lif_count,res_cnn,lif_count,0.986,0.9914,98,64,0.017104273090090525,0.22723116415218478,0.546875,0.3619047619047619,0.4884942720131976,0.6508728054607129,5.890499869566429,1.3259331877979863,2.5379319425409084,0.96,0.976,0.006903114728629589,0.06512217968702316,-0.03933737799525261,0.17086434364318848,1.7435359954833984,4.191170293844768,5.778415203094482,17.694988765172187,0.690878156776822,0.17305783927440643,0.5847281217575073,0.7417722940444946,0.35477709770202637,0.07415609056319594,0.55190509557724,0.1129501685500145,0.2133914977312088,0.06947890818858561,16.569858417510986,0.8047356677747223,-13.409922843680219,38.49658405820121,0.45622952205242107,-45.59458405815068,0.06049064144492149,0.002949594353952631,38.16361991561254,0.5655788910388947,0.0343032196782777,5.136351766920972,0.17858361423015595,0.003975960533602855,44.31469628100432,-0.0008889596425953,0.023003421452972236,3.262342967510809,0.09048564523458481,0.007636226637729709,2.9418355925209294,0.09607940446650126,0.02128700648426795,-1.249611884018291
rows__linear,rows,linear,0.968,0.9703,28,64,0.01307514920446556,0.11333583226144116,0.4166666666666667,0.625,0.5965453762806434,0.4153553379649441,4.6840983603716815,0.7616978500046727,1.345436263076953,0.828,0.9,0.0054872846230864525,0.08776222914457321,0.09075257927179337,1.5842413902282715,2.7902185916900635,5.627750656666771,4.068115234375,12.559837545545767,0.6084576497977319,0.24581408500671387,0.7124559879302979,0.7335635423660278,0.46946802735328674,-0.034004237636410486,0.4971465766429901,0.12416056543588638,0.625735342502594,0.09429280397022333,16.715511512756347,0.7170714583901814,-17.63756754002541,38.259369948608125,0.3689511675104519,-69.65564732176738,0.05993366256356239,0.002597602185785954,71.55846397892903,0.7411713218688964,0.03529292980077937,-0.2155610074259297,0.18009968370199203,0.0034286009770100583,84.39837286158651,0.00016690443224826545,0.023838944111804712,-1.4334167615979971,0.11952630430459976,0.010734018941519489,0.43173588164272453,0.10173697270471464,0.02010897497863571,-0.3701913569637533
rows__membrane_mlp,rows,membrane_mlp,0.988,0.9827,28,64,0.014682292111140366,0.1253902193430975,0.4583333333333333,0.5113636363636364,0.5951501482082248,0.44406290011427535,4.200974997940408,0.6661140578628693,1.0537123673574478,0.804,0.904,-0.0023654401302337646,0.08272145688533783,-0.17064619064331055,1.3146662712097168,2.700517177581787,5.296337359214141,3.846426010131836,15.272855154374861,0.6554829806782502,0.25998160243034363,0.6501092314720154,0.7954248189926147,0.4312160909175873,-0.004327161808468025,0.5083588361740112,0.13294853270053864,0.48285338282585144,0.09925558312655088,16.730210571289064,0.6779391023808646,-19.004339056281705,38.40284565860253,0.4482223128501955,-51.60383550998756,0.05987163387238979,0.002511687554084485,79.67152133733221,0.7113603353500366,0.03096095267224997,2.715177550654776,0.17940714240074157,0.0037287549377739157,67.53164332842341,-0.0012522315941335992,0.021804024350782554,-0.14102581087165522,0.11373706087470055,0.01139218971494166,1.6863721818678008,0.10193548387096772,0.02317383519372242,-0.11564338496472984
rows__spike_mlp,rows,spike_mlp,0.93,0.9404,28,64,0.17873363215460752,0.42968442747960417,0.96875,0.3870967741935484,0.4258300059686234,0.585404807257519,2.2579122846494957,1.4129397550003246,1.7707136199823168,0.764,0.776,-0.007114505395293236,0.10727210342884064,-1.1492403745651245,5.657834053039551,5.07843542098999,6.880497069921564,1.8356071710586548,6.048517922645872,0.4327636133293038,0.5447788238525391,0.8447821140289307,1.7675012350082397,0.7450999617576599,0.08114591935148859,0.5541139245033264,0.6079216003417969,0.3756275177001953,0.06451612903225806,15.749148616790771,0.9924776986374142,-14.018996562677632,37.52867986353099,0.510956951062844,-61.61020390348557,0.06374262675642967,0.004011516463306176,119.91380354442151,0.9152635085582733,0.04966497707491405,17.15973260522121,0.18559831291437148,0.004905151175634817,114.06409890534691,0.0015167120222263786,0.023023137205620027,3.458660156437084,0.17389290452003478,0.014314028684214494,30.3219104416361,0.09468982630272953,0.0171576224262103,-1.7586176290007156
rows__both_mlp,rows,both_mlp,0.986,0.9844,28,64,0.016040551062556915,0.12866677116034822,0.46875,0.5666666666666667,0.6043450766079661,0.4334366964232957,4.290621738073787,0.6821280412052214,1.0548615052861232,0.828,0.888,-0.0016956746112555265,0.07766623795032501,-0.08405687659978867,1.2007904052734375,2.5081772804260254,4.971823839155774,3.929298162460327,15.722542048892546,0.6624604314788549,0.2544983923435211,0.6413030028343201,0.7882260084152222,0.4286898672580719,-0.011694478709279825,0.5061743259429932,0.11781550198793411,0.48682305216789246,0.10421836228287841,16.73523681640625,0.7780323362340401,-16.459391284340867,38.3148836305386,0.4067449591595361,-55.54424479735161,0.05988026939332485,0.0027724426259114606,70.19734912862774,0.6618441319465638,0.038173565076935076,3.3107171471657972,0.179354450404644,0.0026899896956829243,92.69010110097376,0.0036777890534941265,0.020087897781391296,-0.7652501984062398,0.10824298486113548,0.009759341979485426,0.9808568187200007,0.09240694789081888,0.022394651412116415,0.5274212210183845
rows__all_state_mlp,rows,all_state_mlp,0.986,0.9835,28,64,0.013547991476526173,0.11231175561126319,0.5416666666666666,0.7211538461538461,0.6679726662499511,0.46208504126555155,3.207630132262527,0.8422241100004657,0.9503386251740928,0.864,0.812,-0.039106518030166626,0.09575425833463669,-0.14253860712051392,0.5743753910064697,3.0406477451324463,6.6196538118964705,4.739563465118408,21.6681373661339,0.7395838728113705,0.21098989248275757,0.5255758762359619,2.6546685695648193,0.25463253259658813,-0.026831667197685757,0.5641210675239563,0.12844213843345642,0.22384695708751678,0.1488833746898263,5.877247772216797,0.08121775685625873,-14.00782724290073,32.241726490871116,0.39036594859265095,-27.086351058172887,0.170179643034935,0.002361517867370206,17.28136382608403,2.5015537261962892,0.028150422853068128,5.439166728248348,0.17554139494895935,0.0045139817929759785,17.521368333983816,-0.004638998919358206,0.02633108928270572,-0.8428313785295511,0.09785547986626625,0.00797785671484511,3.83394433623693,0.09498759305210917,0.01985136982671356,2.7149653705605106
rows__lif_count,rows,lif_count,0.966,0.9679,28,64,0.016695312956386866,0.12223956532611521,0.4479166666666667,0.5813953488372093,0.5884274736554027,0.5090634516418765,3.986222246618292,0.5156810961102343,1.3726441422409377,0.724,0.896,0.0010037452448159456,0.09755178540945053,-0.09637657552957535,0.390963077545166,2.8637967109680176,6.243644840244621,4.753264427185059,16.753142835660803,0.6777266434653431,0.21038171648979187,0.5982282161712646,1.1610130071640015,0.38627123832702637,0.0307175290113213,0.5269681811332703,0.10430091619491577,0.23354771733283997,0.11910669975186104,16.825187797546388,0.7813888977452417,-15.449315194003653,38.521410293920546,0.4229244781466642,-51.470814727141,0.05956014208495617,0.0027610951269824336,54.62382405117158,0.8239695310592652,0.035236872238568834,9.565079267615085,0.17846097886562348,0.0035982804992607375,57.75265699939103,-0.00017543032624943485,0.02444639468751603,1.2637020604656584,0.09479351684451104,0.007979177212133324,1.1915262811743996,0.0969727047146402,0.014912288090220348,1.4842789317983047
