model_a,model_b,group,accuracy_difference,spike_rate_difference,spike_cka,membrane_cka,membrane_last_cka,temporal_cka,prediction_agreement,digit_geometry_correlation,recurrent_correlation,spectrum_cosine,centered_spectrum_cosine,shuffled_spectrum_cosine,sorted_activity_correlation
linear_patch__all_state_mlp,cnn2__lif_count,different_encoder_and_decoder,0.014000000000000012,0.012018694220945085,0.5730182805850889,0.6495769707780095,0.6193657509176914,0.3596192370012216,0.974,0.6433910995751325,0.00217495999783205,0.9865623116493225,0.984151303768158,0.9980699419975281,0.9894660176616025
linear_patch__all_state_mlp,cnn3__linear,different_encoder_and_decoder,0.020000000000000018,0.009511041097983253,0.48940995234216045,0.4385326347012388,0.4904920310144744,0.30795381596528915,0.976,0.3569166012802076,0.004891344958499833,0.9833863973617554,0.9777547717094421,0.9983354806900024,0.9918905125515047
linear_patch__all_state_mlp,cnn3__membrane_mlp,different_encoder_and_decoder,0.016000000000000014,0.007437699247481458,0.5745674604726189,0.502839273417999,0.5717259872234234,0.3347312387393053,0.976,0.5283389237030865,0.004174165256037482,0.9915847778320312,0.9878193736076355,0.9982314109802246,0.9915484104424779
linear_patch__all_state_mlp,cnn3__spike_mlp,different_encoder_and_decoder,0.014000000000000012,0.15338734420053274,0.5602917560983619,0.4726300440349779,0.5315666282250101,0.4549961002837836,0.974,0.5449226161575845,0.01151086746457112,0.9162192344665527,0.9086739420890808,0.9999610185623169,0.9061486741239637
linear_patch__all_state_mlp,cnn3__both_mlp,different_encoder_and_decoder,0.020000000000000018,0.0048845529436754714,0.5823744032686448,0.5165381994338407,0.5850909951200323,0.35745075192798254,0.976,0.5453996828022433,0.02036482064494218,0.9759423732757568,0.9684895277023315,0.9984931349754333,0.9831433598410667
linear_patch__all_state_mlp,cnn3__all_state_mlp,same_decoder,0.026000000000000023,0.015340335364899755,0.5726787840592676,0.50376494447283,0.5945659871528851,0.265143272219039,0.974,0.5004149766111678,0.005739944015535084,0.9792414903640747,0.9920620918273926,0.9899263381958008,0.9738691605351562
linear_patch__all_state_mlp,cnn3__lif_count,different_encoder_and_decoder,0.018000000000000016,0.007196840400574729,0.4374775452204896,0.5408401674740694,0.5195964589759996,0.28978363929504236,0.978,0.4475991776991772,0.025215892869620313,0.9892821311950684,0.985515832901001,0.9981891512870789,0.9885407943050976
linear_patch__all_state_mlp,res_cnn__linear,different_encoder_and_decoder,0.018000000000000016,0.01507162782783659,0.5492642085646497,0.5269740378646223,0.5174046676302422,0.2552296784017296,0.978,0.5417917421883983,-0.004857396104950073,0.9884517788887024,0.9833322167396545,0.9981691837310791,0.9922675576517931
linear_patch__all_state_mlp,res_cnn__membrane_mlp,different_encoder_and_decoder,0.020000000000000018,0.009637635431194214,0.5628487015898677,0.5686660038908457,0.5898653840604061,0.2941436407796861,0.976,0.5662559575515547,-0.032724975846375154,0.9932228922843933,0.988915205001831,0.9981305599212646,0.9897477648024771
linear_patch__all_state_mlp,res_cnn__spike_mlp,different_encoder_and_decoder,0.016000000000000014,0.21093039182392143,0.5942694470758578,0.5309576377915134,0.5830167762861815,0.6062691355762256,0.972,0.5972465881728557,0.004412893423723218,0.9288557171821594,0.9197940230369568,0.9998838305473328,0.8588319314346468
linear_patch__all_state_mlp,res_cnn__both_mlp,different_encoder_and_decoder,0.020000000000000018,0.01055175108323844,0.6302377998996401,0.5729406455476539,0.5845398609333817,0.23674763580136102,0.976,0.5899665144113384,0.035643232638792995,0.9888887405395508,0.9838967323303223,0.9981215596199036,0.993876929473165
linear_patch__all_state_mlp,res_cnn__all_state_mlp,same_decoder,0.016000000000000014,0.01834033533987046,0.5780782721751626,0.5936536732838821,0.6178885689737713,0.1826200480164318,0.98,0.6508244677344626,-0.03126442376228585,0.9849643111228943,0.9963693618774414,0.9870980978012085,0.9844597534762434
linear_patch__all_state_mlp,res_cnn__lif_count,different_encoder_and_decoder,0.014000000000000012,0.007728409201576143,0.4862704377994883,0.5846631899494724,0.49978060641676786,0.3224743764071249,0.974,0.5498610484244769,0.004719651740485463,0.9914520978927612,0.9888043403625488,0.9983090758323669,0.9950470339835867
linear_patch__all_state_mlp,rows__linear,different_encoder_and_decoder,0.0040000000000000036,0.011757533087201108,0.4884890286343178,0.3992477264780181,0.43533201924380627,0.2764108009332788,0.956,0.4537325466942617,-0.02403850013455951,0.9695318937301636,0.9625759720802307,0.9982455372810364,0.9763472085049967
linear_patch__all_state_mlp,rows__membrane_mlp,different_encoder_and_decoder,0.016000000000000014,0.010150390180526303,0.49129976559005634,0.4368316559397116,0.4870432313006182,0.19905059470938954,0.972,0.5143401859160184,-0.014856914323904109,0.984872579574585,0.9791191220283508,0.998237133026123,0.9761267376609476
linear_patch__all_state_mlp,rows__spike_mlp,different_encoder_and_decoder,0.041999999999999926,0.15390094986294087,0.35648741392653044,0.34874118836561413,0.3526953078950741,0.3056268902785372,0.928,0.42736538421037346,0.011778815337721224,0.8830928206443787,0.864773690700531,0.9986350536346436,0.8960336142276419
linear_patch__all_state_mlp,rows__both_mlp,different_encoder_and_decoder,0.014000000000000012,0.008792131229109754,0.5289459026543621,0.4421698271715986,0.47365184129244275,0.30700508223195977,0.97,0.4955905734899731,0.0010906560492564194,0.9865478277206421,0.9800529479980469,0.9982385039329529,0.974968486069486
linear_patch__all_state_mlp,rows__all_state_mlp,same_decoder,0.014000000000000012,0.011284690815140495,0.5058976980375218,0.4194196916832021,0.4828411882179663,0.2507703196811274,0.974,0.5596179566586209,0.019486699863420217,0.9965378046035767,0.9963958859443665,0.9929155111312866,0.9814949272785221
linear_patch__all_state_mlp,rows__lif_count,different_encoder_and_decoder,0.006000000000000005,0.008137369335279802,0.3073609597717357,0.4056381794600532,0.4602216330574889,0.18948009433821322,0.958,0.4302039238914953,0.00575136573937244,0.9869474172592163,0.9834732413291931,0.9981828331947327,0.9682273483114711
linear_patch__lif_count,mlp_patch__linear,different_encoder_and_decoder,0.01200000000000001,0.004583333333333333,0.5408957880770667,0.7593512538810153,0.5817679383401372,0.3515355712250715,0.972,0.7125026014707847,-0.027114207161188387,0.992212176322937,0.9921780824661255,0.9999938607215881,0.9810206662384009
linear_patch__lif_count,mlp_patch__membrane_mlp,different_encoder_and_decoder,0.018000000000000016,0.0022636718749999996,0.5668007202282457,0.7560165937648965,0.6257208829229222,0.2907696280417254,0.97,0.7653383685106423,-0.020932750737852196,0.9816237092018127,0.9813854098320007,0.9999943971633911,0.9827880874447851
linear_patch__lif_count,mlp_patch__spike_mlp,different_encoder_and_decoder,0.14800000000000002,0.2580436197916667,0.5893549040741296,0.5844481201564036,0.5392865540749407,0.36553821223585714,0.826,0.6158365875142294,-0.022419969359422004,0.9651692509651184,0.964489221572876,0.9999386072158813,0.8343200648698507
linear_patch__lif_count,mlp_patch__both_mlp,different_encoder_and_decoder,0.016000000000000014,0.00023763020833333232,0.5547266975117137,0.7737721547177538,0.6344748950221282,0.22803841574619116,0.972,0.7942023994634408,-0.002244261152466105,0.9782211184501648,0.9773784875869751,0.9999923706054688,0.976630060701102
linear_patch__lif_count,mlp_patch__all_state_mlp,different_encoder_and_decoder,0.01200000000000001,0.002421223958333333,0.6333672219807802,0.7781863063471766,0.6595154567511599,0.32980460772205056,0.97,0.7925411702197473,0.03531988028642214,0.9760692119598389,0.9733210206031799,0.9999105334281921,0.9878319069873491
linear_patch__lif_count,mlp_patch__lif_count,same_decoder,0.01200000000000001,0.005124999999999999,0.47671574874186345,0.8405051597965884,0.7776437502135883,0.30248969525994845,0.972,0.8616463553762137,0.0018892337708898365,0.9960664510726929,0.9960693120956421,0.9999948143959045,0.9874107521015937
linear_patch__lif_count,lif_2x2__linear,different_encoder_and_decoder,0.06799999999999995,0.0008630552533722934,0.2872350485097397,0.48665128617502884,0.3847846641561159,0.14355582447995638,0.898,0.37989368921423056,-0.042466568001012214,0.8209253549575806,0.8214354515075684,0.997401773929596,0.9768129895165124
linear_patch__lif_count,lif_2x2__membrane_mlp,different_encoder_and_decoder,0.051999999999999935,0.00046095065880702446,0.22165088700543087,0.534320091553205,0.4932606166267823,0.16398535201556386,0.906,0.4602896129539811,0.003523497722481158,0.6339117288589478,0.643576443195343,0.9813258647918701,0.9746925277747409
linear_patch__lif_count,lif_2x2__spike_mlp,different_encoder_and_decoder,0.394,0.23062179797782542,0.3948860442645918,0.21315893610016276,0.18441212409987148,0.22396927895805493,0.574,0.2831182126716655,0.006319682920880476,0.8907137513160706,0.8898638486862183,0.9995808005332947,0.8158928867425217
linear_patch__lif_count,lif_2x2__both_mlp,different_encoder_and_decoder,0.05599999999999994,0.004156954084751002,0.21417306448777126,0.5384099345913943,0.4982797187789365,0.14532362287061187,0.912,0.5105634331676628,0.0009166010331093443,0.6375054121017456,0.6481273770332336,0.9925165176391602,0.9841269633504942
linear_patch__lif_count,lif_2x2__all_state_mlp,different_encoder_and_decoder,0.026000000000000023,0.012694741163912112,0.4530860035242065,0.4799178282156154,0.4959683293761414,0.18199728457399275,0.93,0.5099929029734159,0.023316728465534207,0.9668548703193665,0.9835926294326782,0.9738377928733826,0.9915299152255777
linear_patch__lif_count,lif_2x2__lif_count,same_decoder,0.10199999999999998,0.013772919309383723,0.2055664995110014,0.1488034223498857,0.15406176582109132,0.17597562235116393,0.86,0.28404674562033067,-0.020375268781342482,0.993243396282196,0.9937028884887695,0.9999335408210754,0.7914428685088327
linear_patch__lif_count,cnn2__linear,different_encoder_and_decoder,0.016000000000000014,0.009145899818919133,0.536502012173264,0.6704050770240793,0.5182733986992084,0.3036802369827373,0.964,0.6184664444777055,0.010077204099392867,0.9894437789916992,0.9895465970039368,0.9999923706054688,0.9883386328768184
linear_patch__lif_count,cnn2__membrane_mlp,different_encoder_and_decoder,0.02400000000000002,0.004697557956601182,0.41615310933023164,0.6818060331374783,0.5850401584283522,0.31313576173257646,0.974,0.6645763919567365,-0.00860949226601216,0.9820264577865601,0.9818119406700134,0.999986469745636,0.991526336430416
linear_patch__lif_count,cnn2__spike_mlp,different_encoder_and_decoder,0.010000000000000009,0.13692297885640678,0.6675604204031446,0.6597148148388267,0.5678388472305659,0.38564219346280004,0.944,0.68856054876501,0.008591466425605342,0.980285108089447,0.9828627109527588,0.9990435242652893,0.9002233540191534
linear_patch__lif_count,cnn2__both_mlp,different_encoder_and_decoder,0.02200000000000002,0.005102107271338658,0.45741396585241867,0.7007232245923583,0.6277019305264021,0.23324371860414217,0.976,0.6537745077579437,-0.010805576210749917,0.9912901520729065,0.9913322925567627,0.9999942779541016,0.9874063505046491
linear_patch__lif_count,cnn2__all_state_mlp,different_encoder_and_decoder,0.02200000000000002,0.010499428731408746,0.5072745382639434,0.6948023448210524,0.6520944262067522,0.2061034325308042,0.968,0.6482748241006239,0.006573021160750114,0.968247652053833,0.9740958213806152,0.9866071343421936,0.9887966397940144
linear_patch__lif_count,cnn2__lif_count,same_decoder,0.020000000000000018,0.004272600470945083,0.6557973100952468,0.7548850530058386,0.698862933829822,0.31055631335449113,0.964,0.7155256138815045,0.009196020522261145,0.998286783695221,0.9983950257301331,0.9999900460243225,0.9909982294320231
linear_patch__lif_count,cnn3__linear,different_encoder_and_decoder,0.026000000000000023,0.001764947347983251,0.4540400886801522,0.6276298733582341,0.5008874208124623,0.2709513459555433,0.968,0.5923917966489269,0.008910515382136913,0.9933905005455017,0.9935169816017151,0.9999890923500061,0.980516193537124
linear_patch__lif_count,cnn3__membrane_mlp,different_encoder_and_decoder,0.02200000000000002,0.00030839450251854417,0.4871802364197987,0.6522755807049551,0.5695761273785958,0.2650718938609925,0.968,0.6204391668731861,-0.016943098415754403,0.9898988604545593,0.9900274872779846,0.9999902248382568,0.9830073919861521
linear_patch__lif_count,cnn3__spike_mlp,different_encoder_and_decoder,0.020000000000000018,0.16113343795053273,0.5282061611202847,0.642743735256639,0.555218036234797,0.3736461402889733,0.966,0.6739332804870841,0.02020218895041318,0.9438728094100952,0.9505422115325928,0.9977222681045532,0.874701446656201
linear_patch__lif_count,cnn3__both_mlp,different_encoder_and_decoder,0.026000000000000023,0.0028615408063245307,0.5299068556847251,0.6565415983787248,0.5819035719282671,0.29593642516477137,0.968,0.6262727008267668,-0.005628312892465733,0.9802876114845276,0.9806758165359497,0.9999694228172302,0.9860958912331285
linear_patch__lif_count,cnn3__all_state_mlp,different_encoder_and_decoder,0.03200000000000003,0.0075942416148997525,0.4808355095491276,0.6544070723943222,0.6011436999046504,0.21227743938501903,0.964,0.605729904496561,0.02587245639070685,0.9614129066467285,0.9716446399688721,0.9798025488853455,0.9881055487065186
linear_patch__lif_count,cnn3__lif_count,same_decoder,0.02400000000000002,0.000549253349425273,0.4255387865216591,0.7017599131751586,0.5828948314930661,0.3271974581245331,0.968,0.6323600280761921,-0.012165643625807845,0.996461033821106,0.9964652061462402,0.9999946355819702,0.9713551543223351
linear_patch__lif_count,res_cnn__linear,different_encoder_and_decoder,0.02400000000000002,0.007325534077836588,0.5382381010857403,0.6644790711064138,0.5245621686878071,0.2727208203085426,0.972,0.6292592373889822,0.023872857590667585,0.9912541508674622,0.9911295771598816,0.999993085861206,0.9788586719353085
linear_patch__lif_count,res_cnn__membrane_mlp,different_encoder_and_decoder,0.026000000000000023,0.0018915416811942122,0.5116902108040235,0.693617451976748,0.5907057216964261,0.29041859721182617,0.968,0.6663400657682312,0.049426805733012266,0.9915457963943481,0.9916444420814514,0.999993622303009,0.9821208586280801
linear_patch__lif_count,res_cnn__spike_mlp,different_encoder_and_decoder,0.02200000000000002,0.21867648557392141,0.6246380710161015,0.6332640780711544,0.5834576643959603,0.49681747160792256,0.97,0.6066168662032599,0.017206470367262833,0.9560566544532776,0.9588409662246704,0.9989520907402039,0.822655540246628
linear_patch__lif_count,res_cnn__both_mlp,different_encoder_and_decoder,0.026000000000000023,0.002805657333238438,0.6025277575330069,0.6807183471852049,0.5905051975833172,0.26159610677697964,0.968,0.6446347119648045,-0.004677356161229947,0.9920263290405273,0.9919630289077759,0.9999912977218628,0.984640163979572
linear_patch__lif_count,res_cnn__all_state_mlp,different_encoder_and_decoder,0.02200000000000002,0.010594241589870459,0.4800939105967683,0.6865619172647927,0.6204960113367489,0.1994127414359942,0.974,0.6463354751864641,0.006257314040759414,0.976584792137146,0.9840477705001831,0.9759069085121155,0.9755754178463282
linear_patch__lif_count,res_cnn__lif_count,same_decoder,0.020000000000000018,1.768454842385886e-05,0.5628400160394761,0.7339852786641696,0.5871659618555976,0.313594616943552,0.964,0.6820798639349641,0.025663146213093672,0.9979486465454102,0.997954249382019,0.9999855160713196,0.984385438013923
linear_patch__lif_count,rows__linear,different_encoder_and_decoder,0.0020000000000000018,0.004011439337201106,0.4254958067973966,0.542282906319268,0.463381036169003,0.306087586164365,0.958,0.44974300960996344,-0.00970344711678587,0.9878107309341431,0.9878369569778442,0.9999879598617554,0.9887634671735029
linear_patch__lif_count,rows__membrane_mlp,different_encoder_and_decoder,0.02200000000000002,0.0024042964305263006,0.4711786331000067,0.5498387050950301,0.5090978211058689,0.3242945716384688,0.964,0.44754070375012195,0.017955576300055738,0.9886190295219421,0.9892210364341736,0.9999960064888,0.9815623472900716
linear_patch__lif_count,rows__spike_mlp,different_encoder_and_decoder,0.03599999999999992,0.16164704361294085,0.3345099351872362,0.38948188599192834,0.2743382512893965,0.21940987479277804,0.922,0.3646580516831227,-0.019971374654057766,0.9029756188392639,0.9029195308685303,0.9998488426208496,0.8972959476110897
linear_patch__lif_count,rows__both_mlp,different_encoder_and_decoder,0.020000000000000018,0.0010460374791097515,0.4791256912383831,0.542217271610767,0.4773259960074337,0.3611751819282273,0.962,0.4397878596589122,0.007489734107591091,0.9864581227302551,0.986670732498169,0.9999910593032837,0.9846598994131568
linear_patch__lif_count,rows__all_state_mlp,different_encoder_and_decoder,0.020000000000000018,0.003538597065140493,0.42121542508580995,0.46397567014173524,0.49446712253972636,0.24766716091501975,0.966,0.39987922012611415,0.017725190323365718,0.9786231517791748,0.9706022143363953,0.9841309785842896,0.9872055411316651
linear_patch__lif_count,rows__lif_count,same_decoder,0.0,0.0003912755852798003,0.29983173740928665,0.5230044248598789,0.42342226608676004,0.19649675243791842,0.956,0.4323010198120886,0.015131056695415163,0.9963725209236145,0.9964075088500977,0.999992847442627,0.9875354096636484
mlp_patch__linear,mlp_patch__membrane_mlp,same_encoder,0.006000000000000005,0.0023196614583333337,0.6828012551594446,0.9029505529006409,0.8787772296036575,0.30406502445381706,0.988,0.9400523790064379,-0.008671834063769509,0.9920188784599304,0.9920088052749634,0.9999933242797852,0.9963482792446916
mlp_patch__linear,mlp_patch__spike_mlp,same_encoder,0.16000000000000003,0.262626953125,0.37800768710479965,0.4251455284901109,0.394873311972872,0.22236276770968746,0.826,0.229363513042831,0.013918602037295363,0.9740296602249146,0.9731866121292114,0.9999414682388306,0.8501184015505184
mlp_patch__linear,mlp_patch__both_mlp,same_encoder,0.0040000000000000036,0.004345703125000001,0.6788203320506873,0.8879048580167294,0.859815275836487,0.32457768994038044,0.986,0.9238753421457089,0.005051342593158649,0.9833084344863892,0.9825164079666138,0.9999933838844299,0.9971456040631314
mlp_patch__linear,mlp_patch__all_state_mlp,same_encoder,0.0,0.0021621093750000004,0.6633428214338678,0.8000187286685941,0.7339531821871018,0.39349632115129823,0.986,0.7999731760983315,0.007164172389405598,0.9783086776733398,0.9755987524986267,0.9999144673347473,0.9959440843530019
mlp_patch__linear,mlp_patch__lif_count,same_encoder,0.0,0.000541666666666666,0.6503027870762376,0.8852877205442619,0.8121946708226964,0.42016455605614605,0.986,0.8765371410787878,-0.03826841556254129,0.996422290802002,0.9964335560798645,0.9999934434890747,0.9948618400814204
mlp_patch__linear,lif_2x2__linear,same_decoder,0.07999999999999996,0.00372027807996104,0.27300328597017587,0.5443241869434042,0.5783862500217214,0.07584703523224665,0.898,0.4796304081429786,-0.006796251851185768,0.8434518575668335,0.8435231447219849,0.9974028468132019,0.989808204489371
mlp_patch__linear,lif_2x2__membrane_mlp,different_encoder_and_decoder,0.06399999999999995,0.004122382674526309,0.23317164076569186,0.5194930971731115,0.5940271149744162,0.08909743202863714,0.918,0.3882179027671548,-0.025439134567464317,0.6818915009498596,0.6895714998245239,0.9813277721405029,0.9927328052493286
mlp_patch__linear,lif_2x2__spike_mlp,different_encoder_and_decoder,0.406,0.23520513131115875,0.18863707112717695,0.133825832999958,0.15788855686991457,0.12560510059009908,0.578,-0.14465065543040043,-0.037806248225159954,0.9140040874481201,0.9129641056060791,0.9995756149291992,0.8358255355326468
mlp_patch__linear,lif_2x2__both_mlp,different_encoder_and_decoder,0.06799999999999995,0.0004263792485823311,0.25036010442454476,0.506859661764517,0.5896135063174788,0.08515994681215822,0.916,0.39412821146468513,0.0032774819183413765,0.6864341497421265,0.6953192353248596,0.9925215840339661,0.9892828201033276
mlp_patch__linear,lif_2x2__all_state_mlp,different_encoder_and_decoder,0.038000000000000034,0.008111407830578779,0.4336919953861174,0.3385911274989218,0.41913956351991594,0.09001411774886917,0.932,0.11585069737900908,0.00786392170144303,0.9845264554023743,0.9942947030067444,0.9739416837692261,0.9914566821030613
mlp_patch__linear,lif_2x2__lif_count,different_encoder_and_decoder,0.11399999999999999,0.00918958597605039,0.11523827170729656,0.09976143811342868,0.10247066211246884,0.11401304361022868,0.864,-0.13811567600891028,-0.010373431976690375,0.990980327129364,0.9913111925125122,0.9999336004257202,0.7057161009219971
mlp_patch__linear,cnn2__linear,same_decoder,0.0040000000000000036,0.0045625664855857995,0.6523973684578531,0.7914912311811925,0.786764367391043,0.23711183977600844,0.972,0.7194170901894604,-0.003941877988118275,0.997072696685791,0.9971293210983276,0.9999931454658508,0.9832538699054076
mlp_patch__linear,cnn2__membrane_mlp,different_encoder_and_decoder,0.01200000000000001,0.00011422462326784837,0.568008521959731,0.7688416063852471,0.7411527847797477,0.1789702335401963,0.98,0.6828466652936998,0.008912216947556353,0.9913367033004761,0.9915053844451904,0.9999879598617554,0.9944015506834688
mlp_patch__linear,cnn2__spike_mlp,different_encoder_and_decoder,0.02200000000000002,0.1415063121897401,0.500130134964342,0.6254756693834829,0.5702032905596899,0.21407453241906724,0.946,0.562800133465662,0.02510466641397138,0.9844374656677246,0.9863337278366089,0.999056339263916,0.9229340720245309
mlp_patch__linear,cnn2__both_mlp,different_encoder_and_decoder,0.010000000000000009,0.0005187739380053246,0.5323479239034205,0.7555567653712362,0.7053516715049407,0.1670052671949087,0.986,0.6258815759126173,0.02251724798799538,0.9982597231864929,0.9981556534767151,0.9999957084655762,0.9917498069052205
mlp_patch__linear,cnn2__all_state_mlp,different_encoder_and_decoder,0.010000000000000009,0.005916095398075413,0.5910426829875048,0.7308835746998598,0.6907943807312942,0.12874622114860967,0.982,0.58087915249602,0.0159847033483122,0.9851560592651367,0.9832228422164917,0.9866800904273987,0.978693125278627
mlp_patch__linear,cnn2__lif_count,different_encoder_and_decoder,0.008000000000000007,0.0003107328623882504,0.5129351412310748,0.7015962897105431,0.49593936356068735,0.19888756286514278,0.98,0.5504292059394564,-9.895948546293871e-05,0.9934536218643188,0.9935644865036011,0.99998939037323,0.9946348909674332
mlp_patch__linear,cnn3__linear,same_decoder,0.014000000000000012,0.0028183859853500824,0.5635472906402406,0.7617846852678137,0.7582920263704106,0.2310649662719564,0.982,0.708023916388482,-0.021281118523621228,0.9964012503623962,0.996383547782898,0.9999926686286926,0.9958156149227149
mlp_patch__linear,cnn3__membrane_mlp,different_encoder_and_decoder,0.010000000000000009,0.0048917278358518775,0.587119510315185,0.7340888753276084,0.7307508224291401,0.1803933955109407,0.982,0.6028652172984988,-0.012924448850185292,0.9981943368911743,0.9979888796806335,0.9999940395355225,0.9979276987678312
mlp_patch__linear,cnn3__spike_mlp,different_encoder_and_decoder,0.008000000000000007,0.16571677128386605,0.557633609158128,0.6856501478436413,0.5458284486888847,0.2419098697462557,0.98,0.5892420438786755,-0.013272143312702545,0.9590973258018494,0.9624749422073364,0.9977534413337708,0.9013552782441467
mlp_patch__linear,cnn3__both_mlp,different_encoder_and_decoder,0.014000000000000012,0.007444874139657864,0.5673687697457579,0.7218415278448405,0.7247808882257241,0.22256525903463467,0.982,0.5774734697484948,-0.006763456349447839,0.9934900403022766,0.9936621785163879,0.999971866607666,0.9955783332931397
mlp_patch__linear,cnn3__all_state_mlp,different_encoder_and_decoder,0.020000000000000018,0.003010908281566419,0.6077090357592845,0.7187635240958051,0.6961617682345462,0.12720991520813038,0.98,0.595127475762729,0.010722407413213161,0.9784855842590332,0.9816741943359375,0.9798930883407593,0.9834088882718703
mlp_patch__linear,cnn3__lif_count,different_encoder_and_decoder,0.01200000000000001,0.005132586682758606,0.4467934980962621,0.6758492410373084,0.41298609016083637,0.21553962112329925,0.984,0.5518826705312964,-0.0014367492523082231,0.9960839152336121,0.9963517785072327,0.9999946355819702,0.9945007585214451
mlp_patch__linear,res_cnn__linear,same_decoder,0.01200000000000001,0.0027422007445032544,0.6128228819217504,0.7046169007737454,0.7675996364896761,0.1952151212085355,0.98,0.5495204784400048,0.015470746822219928,0.993263304233551,0.9931784868240356,0.9999940395355225,0.9942932682624603
mlp_patch__linear,res_cnn__membrane_mlp,different_encoder_and_decoder,0.014000000000000012,0.002691791652139121,0.5896718768886497,0.7276505382590817,0.752966622542882,0.16191138689462461,0.982,0.6018234154639952,-0.0007548152895712712,0.9970788955688477,0.997051477432251,0.9999926686286926,0.9968980077372054
mlp_patch__linear,res_cnn__spike_mlp,different_encoder_and_decoder,0.010000000000000009,0.22325981890725474,0.47050411539239034,0.6318889168685853,0.6309435493913637,0.2963476618926644,0.978,0.47585312584076944,0.007110874949072038,0.9710658192634583,0.9725415706634521,0.9989705085754395,0.8536753480191872
mlp_patch__linear,res_cnn__both_mlp,different_encoder_and_decoder,0.014000000000000012,0.0017776760000948952,0.6271781596157342,0.6961427375198996,0.7402168821303875,0.14366658445139646,0.982,0.5648533691468688,-0.00673918718511754,0.9959100484848022,0.9959028959274292,0.9999902248382568,0.9955265153554952
mlp_patch__linear,res_cnn__all_state_mlp,different_encoder_and_decoder,0.010000000000000009,0.0060109082565371254,0.6173338200856144,0.6220067778511901,0.6503648443073176,0.09395007182932807,0.99,0.41189397082069407,0.009034737964753518,0.9888259768486023,0.9897091388702393,0.9760081768035889,0.9960753028681423
mlp_patch__linear,res_cnn__lif_count,different_encoder_and_decoder,0.008000000000000007,0.004601017881757192,0.42387543927329685,0.6949272594684899,0.43084889706523055,0.20950095048596418,0.98,0.5649953475479433,-0.00890815137980707,0.9954651594161987,0.9963723421096802,0.9999900460243225,0.9950689200328212
mlp_patch__linear,rows__linear,same_decoder,0.010000000000000009,0.0005718939961322275,0.5166647896914308,0.6178782547667299,0.6873756967011292,0.17143141691240346,0.964,0.3880046417570639,-0.0033403868689773062,0.9912502765655518,0.9914427399635315,0.9999865293502808,0.986573066505225
mlp_patch__linear,rows__membrane_mlp,different_encoder_and_decoder,0.010000000000000009,0.0021790369028070328,0.44815365593728784,0.5635464363455394,0.6453824674153052,0.1568683647814986,0.978,0.27918275063792086,0.01503178520349877,0.9973151683807373,0.9974403381347656,0.9999930262565613,0.9922227979370742
mlp_patch__linear,rows__spike_mlp,different_encoder_and_decoder,0.04799999999999993,0.16623037694627418,0.2752796018498498,0.39038513743451436,0.43933178829911096,0.21517942871812842,0.926,0.22813319351492994,0.003909184889299797,0.9282297492027283,0.9278261065483093,0.9998459219932556,0.9004780668811795
mlp_patch__linear,rows__both_mlp,different_encoder_and_decoder,0.008000000000000007,0.003537295854223582,0.48495041781473175,0.5791871460135347,0.6168367368708046,0.17446859442700444,0.976,0.3111809178365972,-0.009321267576689645,0.9965358972549438,0.9965495467185974,0.9999894499778748,0.9887262649659412
mlp_patch__linear,rows__all_state_mlp,different_encoder_and_decoder,0.008000000000000007,0.0010447362681928404,0.4968037325249699,0.42898151195654843,0.48125824966962627,0.16148666321548186,0.98,0.139724814081651,0.016189526408027646,0.989230751991272,0.9767677187919617,0.9842110872268677,0.9917155840163393
mlp_patch__linear,rows__lif_count,different_encoder_and_decoder,0.01200000000000001,0.004192057748053533,0.26180274306041096,0.5481712983478504,0.48908808738014947,0.12410750156556215,0.97,0.30035409931597634,-0.008830797232094782,0.9956613183021545,0.995699942111969,0.9999950528144836,0.9719752821759883
mlp_patch__membrane_mlp,mlp_patch__spike_mlp,same_encoder,0.16600000000000004,0.26030729166666666,0.37516825814202054,0.46776569023579806,0.4704294862142671,0.20796308162867358,0.822,0.3535555805362331,0.022441311612390918,0.9523541927337646,0.9524314403533936,0.9999517202377319,0.8516376441917924
mlp_patch__membrane_mlp,mlp_patch__both_mlp,same_encoder,0.0020000000000000018,0.0020260416666666673,0.707818214557432,0.9415835629959992,0.9251447925974621,0.5117796232569362,0.988,0.9676897697215764,0.05349987601779207,0.9941285848617554,0.9935758709907532,0.9999950528144836,0.993943709027584
mlp_patch__membrane_mlp,mlp_patch__all_state_mlp,same_encoder,0.006000000000000005,0.00015755208333333333,0.7122412973806356,0.8522580024535203,0.8280065213228333,0.4705340935253201,0.984,0.82606565315265,0.014976988291890422,0.9903385043144226,0.9895502924919128,0.9999297261238098,0.9960392466562715
mlp_patch__membrane_mlp,mlp_patch__lif_count,same_encoder,0.006000000000000005,0.0028613281249999997,0.6461354476434368,0.8575205908585923,0.8095405245936902,0.22659048558565262,0.99,0.8650385753170673,0.00950531715940378,0.9916975498199463,0.991621196269989,0.9999929666519165,0.9945684609543259
mlp_patch__membrane_mlp,lif_2x2__linear,different_encoder_and_decoder,0.08599999999999997,0.0014006166216277063,0.3067632503283986,0.5628520821171147,0.5813195062897943,0.11958682980486399,0.902,0.5204278114891396,0.005840705556982295,0.8155852556228638,0.8155298829078674,0.9974960684776306,0.9883256834069875
