label,synset,name,support,702k_top1_accuracy,702k_top5_accuracy,702k_top10_accuracy,702k_mean_loss,702k_mean_true_rank,702k_precision,702k_recall,702k_f1,2048unit_top1_accuracy,2048unit_top5_accuracy,2048unit_top10_accuracy,2048unit_mean_loss,2048unit_mean_true_rank,2048unit_precision,2048unit_recall,2048unit_f1,ensemble_top1_accuracy,ensemble_top5_accuracy,ensemble_top10_accuracy,ensemble_mean_loss,ensemble_mean_true_rank,ensemble_precision,ensemble_recall,ensemble_f1,small_minus_large_top1_accuracy,ensemble_minus_small_top1_accuracy,small_minus_large_top5_accuracy,ensemble_minus_small_top5_accuracy,small_minus_large_top10_accuracy,ensemble_minus_small_top10_accuracy,small_minus_large_mean_loss,ensemble_minus_small_mean_loss
46,n02321529,"sea cucumber, holothurian",50,0.46,0.82,0.88,2.1055425552299387,9.64,0.3709677419354839,0.46,0.4107142857142857,0.54,0.82,0.86,1.911405441337683,9.92,0.4285714285714285,0.54,0.4778761061946902,0.54,0.84,0.88,1.8148059617451997,9.78,0.45,0.54,0.4909090909090909,-0.08000000000000002,0.08000000000000002,0.0,0.020000000000000018,0.020000000000000018,0.0,0.19413711389225563,-0.290736593484739
47,n02364673,"guinea pig, Cavia cobaya",49,0.4489795918367347,0.6530612244897959,0.7551020408163265,2.6909553884469086,9.346938775510203,0.4074074074074074,0.4489795918367347,0.4271844660194174,0.3469387755102041,0.6938775510204082,0.8163265306122449,2.439181837094334,7.163265306122449,0.265625,0.3469387755102041,0.3008849557522124,0.3673469387755102,0.673469387755102,0.8163265306122449,2.261673338584486,6.918367346938775,0.3272727272727272,0.3673469387755102,0.3461538461538461,0.10204081632653061,-0.08163265306122447,-0.04081632653061229,0.020408163265306145,-0.061224489795918435,0.061224489795918435,0.25177355135257473,-0.4292820498624228
48,n02395406,"hog, pig, grunter, squealer, Sus scrofa",50,0.22,0.52,0.66,3.7818048848932775,15.62,0.275,0.22,0.2444444444444444,0.14,0.42,0.68,3.706723328602519,14.98,0.28,0.14,0.1866666666666666,0.28,0.5,0.68,3.4848500675997696,14.1,0.4117647058823529,0.28,0.3333333333333333,0.07999999999999999,0.060000000000000026,0.10000000000000003,-0.020000000000000018,-0.020000000000000018,0.020000000000000018,0.0750815562907583,-0.2969548172935079
49,n02403003,ox,47,0.3191489361702128,0.6808510638297872,0.8085106382978723,3.015817945535049,12.72340425531915,0.2830188679245283,0.3191489361702128,0.3,0.2340425531914893,0.6170212765957447,0.723404255319149,3.6011813324504023,19.72340425531915,0.4074074074074074,0.2340425531914893,0.2972972972972972,0.2978723404255319,0.723404255319149,0.7872340425531915,3.0176564524509084,15.382978723404255,0.3783783783783784,0.2978723404255319,0.3333333333333333,0.08510638297872347,-0.021276595744680882,0.06382978723404253,0.042553191489361764,0.0851063829787233,-0.02127659574468077,-0.5853633869153532,0.0018385069158592948
50,n02410509,bison,50,0.66,0.9,0.92,1.147781033220499,4.36,0.55,0.66,0.6000000000000001,0.64,0.88,0.92,1.250807748223551,4.32,0.4923076923076923,0.64,0.5565217391304347,0.72,0.88,0.96,1.131068970480832,4.12,0.5806451612903226,0.72,0.6428571428571428,0.020000000000000018,0.05999999999999994,0.020000000000000018,-0.020000000000000018,0.0,0.039999999999999925,-0.10302671500305194,-0.016712062739666855
51,n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",49,0.4081632653061224,0.6326530612244898,0.6938775510204082,3.156131634784741,10.79591836734694,0.4,0.4081632653061224,0.4040404040404041,0.2653061224489796,0.5918367346938775,0.6938775510204082,3.256441552664169,11.918367346938776,0.3095238095238095,0.2653061224489796,0.2857142857142857,0.3469387755102041,0.6326530612244898,0.7142857142857143,2.922778893691719,9.408163265306122,0.34,0.3469387755102041,0.3434343434343435,0.1428571428571428,-0.061224489795918324,0.04081632653061229,0.0,0.0,0.020408163265306145,-0.10030991787942778,-0.23335274109302206
52,n02423022,gazelle,50,0.66,0.8,0.84,1.782123051787012,10.96,0.6111111111111112,0.66,0.6346153846153846,0.68,0.82,0.86,1.710851877497825,10.5,0.5151515151515151,0.68,0.5862068965517241,0.72,0.84,0.86,1.6260903234512156,10.66,0.5294117647058824,0.72,0.6101694915254237,-0.020000000000000018,0.05999999999999994,-0.019999999999999907,0.039999999999999925,-0.020000000000000018,0.020000000000000018,0.07127117428918694,-0.1560327283357963
53,n02437312,"Arabian camel, dromedary, Camelus dromedarius",50,0.48,0.74,0.8,2.486536059827751,8.64,0.4528301886792453,0.48,0.4660194174757281,0.34,0.58,0.84,2.789067220882262,9.92,0.425,0.34,0.3777777777777778,0.48,0.72,0.82,2.4013095893751366,8.48,0.5106382978723404,0.48,0.4948453608247422,0.13999999999999996,0.0,0.16000000000000003,-0.020000000000000018,-0.039999999999999925,0.019999999999999907,-0.30253116105451117,-0.08522647045261422
54,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",48,0.6041666666666666,0.875,0.875,1.8461333690006867,9.583333333333334,0.5178571428571429,0.6041666666666666,0.5576923076923077,0.3541666666666667,0.7291666666666666,0.8125,2.670969648081301,11.854166666666666,0.3953488372093023,0.3541666666666667,0.3736263736263736,0.5208333333333334,0.8541666666666666,0.8958333333333334,1.948816988401435,8.479166666666666,0.4385964912280701,0.5208333333333334,0.4761904761904762,0.24999999999999994,-0.08333333333333326,0.14583333333333337,-0.02083333333333337,0.0625,0.02083333333333337,-0.8248362790806143,0.10268361940074833
55,n02481823,"chimpanzee, chimp, Pan troglodytes",46,0.5652173913043478,0.7608695652173914,0.8478260869565217,1.9983233247895085,9.347826086956522,0.4333333333333333,0.5652173913043478,0.490566037735849,0.5869565217391305,0.8260869565217391,0.8695652173913043,1.877229322967515,8.26086956521739,0.3648648648648648,0.5869565217391305,0.45,0.5869565217391305,0.8043478260869565,0.8478260869565217,1.7416501754899325,7.869565217391305,0.380281690140845,0.5869565217391305,0.4615384615384615,-0.021739130434782705,0.021739130434782705,-0.06521739130434778,0.04347826086956519,-0.021739130434782594,0.0,0.12109400182199348,-0.25667314929957596
56,n02486410,baboon,50,0.24,0.8,0.82,2.5920568741698493,8.98,0.2448979591836734,0.24,0.2424242424242424,0.3,0.74,0.84,2.575320464387496,8.22,0.4411764705882353,0.3,0.3571428571428571,0.36,0.82,0.86,2.382854449738276,7.32,0.4864864864864865,0.36,0.4137931034482759,-0.06,0.12,0.06000000000000005,0.019999999999999907,-0.020000000000000018,0.040000000000000036,0.016736409782353245,-0.20920242443157333
57,n02504458,"African elephant, Loxodonta africana",47,0.574468085106383,0.7872340425531915,0.851063829787234,1.8698463457182477,8.51063829787234,0.5192307692307693,0.574468085106383,0.5454545454545454,0.5531914893617021,0.7872340425531915,0.851063829787234,2.012469637918776,11.5531914893617,0.3823529411764705,0.5531914893617021,0.4521739130434782,0.6170212765957447,0.8085106382978723,0.8297872340425532,1.8133692102387011,9.4468085106383,0.5370370370370371,0.6170212765957447,0.5742574257425743,0.021276595744680882,0.04255319148936165,0.0,0.02127659574468077,0.0,-0.021276595744680882,-0.14262329220052816,-0.05647713547954658
58,n02509815,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",49,0.673469387755102,0.8163265306122449,0.8367346938775511,1.6313184358247703,8.714285714285714,0.6226415094339622,0.673469387755102,0.6470588235294118,0.7346938775510204,0.8163265306122449,0.8163265306122449,1.9180458343506197,18.10204081632653,0.631578947368421,0.7346938775510204,0.6792452830188679,0.7142857142857143,0.7959183673469388,0.8571428571428571,1.5380862622779528,10.79591836734694,0.6363636363636364,0.7142857142857143,0.673076923076923,-0.061224489795918435,0.04081632653061229,0.0,-0.020408163265306145,0.020408163265306145,0.020408163265306034,-0.2867273985258494,-0.09323217354681756
59,n02666196,abacus,50,0.34,0.58,0.64,3.552795646036742,18.86,0.4594594594594595,0.34,0.3908045977011494,0.38,0.52,0.62,3.3457272801346742,20.32,0.4871794871794871,0.38,0.4269662921348315,0.42,0.54,0.66,3.152532844162483,17.92,0.7,0.42,0.525,-0.03999999999999998,0.07999999999999996,0.05999999999999994,-0.039999999999999925,0.020000000000000018,0.020000000000000018,0.20706836590206779,-0.4002628018742591
60,n02669723,"academic gown, academic robe, judge's robe",49,0.4693877551020408,0.7142857142857143,0.8163265306122449,2.453073592775413,10.959183673469388,0.4509803921568627,0.4693877551020408,0.46,0.4693877551020408,0.6326530612244898,0.7755102040816326,2.579763726154828,12.20408163265306,0.5,0.4693877551020408,0.4842105263157895,0.4897959183673469,0.7142857142857143,0.7959183673469388,2.32495437611978,10.93877551020408,0.4615384615384615,0.4897959183673469,0.4752475247524753,0.0,0.020408163265306145,0.08163265306122447,0.0,0.04081632653061229,-0.020408163265306145,-0.12669013337941504,-0.12811921665563286
61,n02699494,altar,50,0.5,0.84,0.9,1.7968348809153882,4.78,0.4807692307692308,0.5,0.4901960784313725,0.56,0.86,0.92,1.5647796229256608,4.36,0.4516129032258064,0.56,0.5,0.62,0.82,0.94,1.5737204441428283,4.28,0.5,0.62,0.5535714285714285,-0.06000000000000005,0.12,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,0.039999999999999925,0.23205525798972748,-0.22311443677255993
62,n02730930,apron,50,0.22,0.62,0.72,3.2510828973046246,12.52,0.2244897959183673,0.22,0.2222222222222222,0.24,0.62,0.76,3.088101957985032,11.3,0.1875,0.24,0.2105263157894736,0.22,0.66,0.76,2.8987098271286693,11.0,0.2391304347826087,0.22,0.2291666666666666,-0.01999999999999999,0.0,0.0,0.040000000000000036,-0.040000000000000036,0.040000000000000036,0.16298093931959245,-0.3523730701759553
63,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",50,0.34,0.52,0.66,3.110375603819472,13.24,0.4146341463414634,0.34,0.3736263736263737,0.46,0.72,0.78,2.7100446186379377,9.88,0.264367816091954,0.46,0.3357664233576642,0.42,0.7,0.8,2.597888783205561,9.38,0.3230769230769231,0.42,0.3652173913043478,-0.12,0.07999999999999996,-0.19999999999999996,0.17999999999999994,-0.12,0.14,0.4003309851815344,-0.512486820613911
64,n02788148,"bannister, banister, balustrade, balusters, handrail",47,0.1702127659574468,0.425531914893617,0.4680851063829787,4.363002559457652,20.170212765957448,0.2962962962962963,0.1702127659574468,0.2162162162162162,0.1276595744680851,0.3617021276595745,0.5531914893617021,4.213869081918177,20.574468085106385,0.1764705882352941,0.1276595744680851,0.1481481481481481,0.1063829787234042,0.4468085106382978,0.5106382978723404,3.9733477797475913,19.4468085106383,0.1785714285714285,0.1063829787234042,0.1333333333333333,0.04255319148936171,-0.0638297872340426,0.06382978723404253,0.02127659574468077,-0.08510638297872347,0.04255319148936171,0.1491334775394746,-0.38965477971006024
65,n02791270,barbershop,46,0.2826086956521739,0.5217391304347826,0.5652173913043478,3.378980722689456,14.630434782608695,0.2321428571428571,0.2826086956521739,0.2549019607843137,0.217391304347826,0.4782608695652174,0.7391304347826086,3.615455928323821,17.108695652173914,0.2222222222222222,0.217391304347826,0.2197802197802198,0.1956521739130435,0.5217391304347826,0.6521739130434783,3.2166313997159763,14.108695652173912,0.2045454545454545,0.1956521739130435,0.2,0.0652173913043479,-0.0869565217391304,0.04347826086956519,0.0,-0.17391304347826086,0.08695652173913049,-0.23647520563436464,-0.16234932297347981
66,n02793495,barn,48,0.4583333333333333,0.75,0.8541666666666666,2.165574331340897,9.0625,0.4680851063829787,0.4583333333333333,0.4631578947368421,0.4791666666666667,0.7083333333333334,0.7708333333333334,2.5136891527980034,12.5625,0.4259259259259259,0.4791666666666667,0.4509803921568628,0.5,0.7916666666666666,0.8541666666666666,2.069959479713593,8.625,0.4897959183673469,0.5,0.4948453608247423,-0.02083333333333337,0.041666666666666685,0.04166666666666663,0.04166666666666663,0.08333333333333326,0.0,-0.3481148214571066,-0.09561485162730365
67,n02795169,"barrel, cask",48,0.1875,0.3958333333333333,0.5416666666666666,4.220524784859944,20.39583333333333,0.2142857142857142,0.1875,0.1999999999999999,0.1666666666666666,0.2708333333333333,0.4791666666666667,4.427231505509167,23.291666666666668,0.3636363636363636,0.1666666666666666,0.2285714285714286,0.2083333333333333,0.375,0.5833333333333334,3.983225516564918,20.14583333333333,0.2777777777777778,0.2083333333333333,0.2380952380952381,0.020833333333333398,0.020833333333333287,0.125,-0.020833333333333315,0.062499999999999944,0.04166666666666674,-0.20670672064922258,-0.23729926829502634
68,n02802426,basketball,48,0.5833333333333334,0.7708333333333334,0.8333333333333334,2.1363312322125574,11.895833333333334,0.4912280701754385,0.5833333333333334,0.5333333333333333,0.625,0.7916666666666666,0.8125,1.8697537572099328,10.875,0.3947368421052631,0.625,0.4838709677419354,0.6666666666666666,0.7916666666666666,0.8125,1.8481999801673628,10.5,0.463768115942029,0.6666666666666666,0.5470085470085471,-0.04166666666666663,0.08333333333333326,-0.02083333333333326,0.02083333333333326,0.02083333333333337,-0.02083333333333337,0.26657747500262463,-0.28813125204519463
69,n02808440,"bathtub, bathing tub, bath, tub",49,0.3061224489795918,0.5306122448979592,0.6530612244897959,3.1846095600367432,11.73469387755102,0.2419354838709677,0.3061224489795918,0.2702702702702703,0.3061224489795918,0.5102040816326531,0.6938775510204082,3.3472979506069658,16.163265306122447,0.3125,0.3061224489795918,0.3092783505154639,0.3265306122448979,0.5306122448979592,0.7551020408163265,2.9616874565216142,11.06122448979592,0.3555555555555555,0.3265306122448979,0.3404255319148936,0.0,0.02040816326530609,0.020408163265306145,0.0,-0.04081632653061229,0.10204081632653061,-0.16268839057022255,-0.22292210351512898
70,n02814533,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",50,0.26,0.76,0.84,2.8215255339157244,16.74,0.2954545454545454,0.26,0.2765957446808511,0.3,0.76,0.82,2.8694109393866016,17.94,0.3947368421052631,0.3,0.3409090909090909,0.36,0.78,0.84,2.695588526079656,17.12,0.4,0.36,0.3789473684210526,-0.03999999999999998,0.09999999999999998,0.0,0.020000000000000018,0.020000000000000018,0.0,-0.047885405470877274,-0.1259370078360682
71,n02814860,"beacon, lighthouse, beacon light, pharos",50,0.62,0.8,0.86,1.833091606410401,7.66,0.5849056603773585,0.62,0.6019417475728155,0.58,0.82,0.86,1.849162983743824,5.3,0.4393939393939394,0.58,0.5,0.66,0.8,0.86,1.651383242948303,5.84,0.5076923076923077,0.66,0.5739130434782608,0.040000000000000036,0.040000000000000036,-0.019999999999999907,0.0,0.0,0.0,-0.016071377333422898,-0.18170836346209795
72,n02815834,beaker,49,0.2653061224489796,0.5918367346938775,0.7551020408163265,2.9208947308076367,11.081632653061224,0.3611111111111111,0.2653061224489796,0.3058823529411765,0.3265306122448979,0.6326530612244898,0.7755102040816326,2.731691042236224,12.46938775510204,0.2580645161290322,0.3265306122448979,0.2882882882882883,0.3265306122448979,0.673469387755102,0.7959183673469388,2.580367183308557,10.306122448979592,0.3555555555555555,0.3265306122448979,0.3404255319148936,-0.06122448979591827,0.06122448979591827,-0.04081632653061229,0.08163265306122447,-0.020408163265306145,0.04081632653061229,0.1892036885714128,-0.34052754749907965
73,n02823428,beer bottle,50,0.3,0.58,0.66,3.3165949107024595,15.76,0.3061224489795918,0.3,0.3030303030303031,0.26,0.54,0.62,3.368479040023196,13.82,0.2765957446808511,0.26,0.268041237113402,0.32,0.62,0.7,3.0528780674135585,12.02,0.3404255319148936,0.32,0.3298969072164948,0.03999999999999998,0.020000000000000018,0.039999999999999925,0.040000000000000036,0.040000000000000036,0.039999999999999925,-0.051884129320736605,-0.263716843288901
74,n02837789,"bikini, two-piece",46,0.4130434782608695,0.7391304347826086,0.8043478260869565,2.4763190917931404,10.347826086956522,0.5135135135135135,0.4130434782608695,0.4578313253012048,0.4565217391304347,0.6739130434782609,0.782608695652174,2.3831808602217888,10.326086956521738,0.375,0.4565217391304347,0.4117647058823528,0.4565217391304347,0.7391304347826086,0.8478260869565217,2.161433643971866,7.5,0.4883720930232558,0.4565217391304347,0.4719101123595505,-0.04347826086956519,0.04347826086956519,0.06521739130434778,0.0,0.021739130434782594,0.04347826086956519,0.09313823157135159,-0.31488544782127414
75,n02841315,"binoculars, field glasses, opera glasses",48,0.1666666666666666,0.4375,0.5833333333333334,3.711629876377855,15.520833333333334,0.2424242424242424,0.1666666666666666,0.1975308641975308,0.1458333333333333,0.5,0.6041666666666666,4.059390362016143,19.75,0.1555555555555555,0.1458333333333333,0.1505376344086021,0.1458333333333333,0.5,0.6458333333333334,3.5779396344516834,16.083333333333332,0.2413793103448276,0.1458333333333333,0.1818181818181818,0.020833333333333315,-0.020833333333333315,-0.0625,0.0625,-0.02083333333333326,0.0625,-0.3477604856382879,-0.13369024192617163
76,n02843684,birdhouse,50,0.18,0.48,0.7,3.647112182904576,14.2,0.28125,0.18,0.2195121951219512,0.2,0.44,0.68,3.579569618975626,12.16,0.4,0.2,0.2666666666666666,0.2,0.58,0.64,3.306877261887446,12.0,0.4347826086956521,0.2,0.273972602739726,-0.020000000000000018,0.020000000000000018,0.03999999999999998,0.09999999999999998,0.019999999999999907,-0.05999999999999994,0.06754256392894975,-0.3402349210171298
77,n02883205,"bow tie, bow-tie, bowtie",47,0.1276595744680851,0.425531914893617,0.574468085106383,4.087566642617601,17.70212765957447,0.1764705882352941,0.1276595744680851,0.1481481481481481,0.0851063829787234,0.4468085106382978,0.5531914893617021,4.1587539490447885,19.80851063829787,0.1142857142857142,0.0851063829787234,0.097560975609756,0.1489361702127659,0.4042553191489361,0.5531914893617021,3.885407340362257,17.02127659574468,0.2258064516129032,0.1489361702127659,0.1794871794871794,0.042553191489361694,0.0212765957446808,-0.02127659574468077,-0.021276595744680937,0.021276595744680882,-0.021276595744680882,-0.07118730642718774,-0.20215930225534384
78,n02892201,"brass, memorial tablet, plaque",49,0.6938775510204082,0.7755102040816326,0.7959183673469388,1.7510290025606916,8.775510204081632,0.68,0.6938775510204082,0.686868686868687,0.6938775510204082,0.7959183673469388,0.8163265306122449,1.602748542726483,8.204081632653061,0.6296296296296297,0.6938775510204082,0.6601941747572815,0.7346938775510204,0.7959183673469388,0.8163265306122449,1.5399021219026148,8.204081632653061,0.6428571428571429,0.7346938775510204,0.6857142857142857,0.0,0.04081632653061229,-0.020408163265306145,0.020408163265306145,-0.020408163265306145,0.020408163265306145,0.14828045983420868,-0.21112688065807683
79,n02906734,broom,47,0.2127659574468085,0.3829787234042553,0.5106382978723404,4.235058971667145,21.34042553191489,0.2941176470588235,0.2127659574468085,0.2469135802469135,0.1489361702127659,0.3617021276595745,0.425531914893617,4.461609675577196,21.95744680851064,0.2692307692307692,0.1489361702127659,0.1917808219178082,0.1914893617021276,0.2978723404255319,0.5319148936170213,4.097650034843481,20.574468085106385,0.3461538461538461,0.1914893617021276,0.2465753424657534,0.06382978723404262,-0.02127659574468091,0.021276595744680826,-0.08510638297872342,0.08510638297872336,0.021276595744680882,-0.22655070391005072,-0.13740893682366462
80,n02909870,"bucket, pail",49,0.0816326530612244,0.3265306122448979,0.4081632653061224,4.734786842740544,22.489795918367346,0.1176470588235294,0.0816326530612244,0.0963855421686746,0.1224489795918367,0.2244897959183673,0.5510204081632653,4.4438966376813145,21.081632653061224,0.1818181818181818,0.1224489795918367,0.1463414634146341,0.1020408163265306,0.2448979591836734,0.4897959183673469,4.318036193412295,20.0,0.1724137931034483,0.1020408163265306,0.1282051282051282,-0.040816326530612304,0.0204081632653062,0.10204081632653059,-0.08163265306122447,-0.14285714285714285,0.08163265306122452,0.29089020505922925,-0.41675064932824846
81,n02917067,"bullet train, bullet",50,0.74,0.82,0.88,1.2989051262974811,8.76,0.578125,0.74,0.6491228070175439,0.72,0.84,0.86,1.4587622408342182,9.94,0.6666666666666666,0.72,0.6923076923076923,0.78,0.88,0.88,1.230600021666143,8.84,0.6724137931034483,0.78,0.7222222222222223,0.020000000000000018,0.040000000000000036,-0.020000000000000018,0.06000000000000005,0.020000000000000018,0.0,-0.15985711453673712,-0.0683051046313381
82,n02927161,"butcher shop, meat market",50,0.58,0.72,0.8,2.4201634258581195,12.36,0.4754098360655737,0.58,0.5225225225225224,0.42,0.7,0.74,2.663129511606725,12.32,0.42,0.42,0.4199999999999999,0.56,0.74,0.82,2.2505056185146186,11.16,0.4912280701754385,0.56,0.5233644859813084,0.15999999999999998,-0.019999999999999907,0.020000000000000018,0.020000000000000018,0.06000000000000005,0.019999999999999907,-0.24296608574860556,-0.1696578073435009
83,n02948072,"candle, taper, wax light",49,0.3061224489795918,0.5306122448979592,0.6530612244897959,3.564329058077817,16.448979591836736,0.2941176470588235,0.3061224489795918,0.3,0.2040816326530612,0.4081632653061224,0.5510204081632653,3.506182940350126,15.959183673469388,0.2631578947368421,0.2040816326530612,0.2298850574712643,0.2857142857142857,0.5102040816326531,0.6122448979591837,3.1865764524617246,13.46938775510204,0.3111111111111111,0.2857142857142857,0.2978723404255319,0.10204081632653059,-0.02040816326530609,0.12244897959183682,-0.020408163265306145,0.10204081632653061,-0.04081632653061218,0.05814611772769096,-0.3777526056160925
84,n02950826,cannon,49,0.2653061224489796,0.4489795918367347,0.6122448979591837,3.903640604184348,19.10204081632653,0.3333333333333333,0.2653061224489796,0.2954545454545454,0.1836734693877551,0.4693877551020408,0.5918367346938775,4.060715792298798,22.22448979591837,0.3214285714285714,0.1836734693877551,0.2337662337662337,0.2448979591836734,0.5102040816326531,0.5918367346938775,3.6733585822784094,19.6530612244898,0.3870967741935484,0.2448979591836734,0.3,0.0816326530612245,-0.0204081632653062,-0.02040816326530609,0.06122448979591838,0.020408163265306145,-0.020408163265306145,-0.1570751881144501,-0.23028202190593872
85,n02963159,cardigan,50,0.42,0.62,0.68,2.8630785067292788,12.52,0.4468085106382978,0.42,0.4329896907216494,0.38,0.62,0.66,2.626544600870493,8.64,0.296875,0.38,0.3333333333333333,0.44,0.62,0.7,2.5275605914743315,9.2,0.4150943396226415,0.44,0.4271844660194174,0.03999999999999998,0.020000000000000018,0.0,0.0,0.020000000000000018,0.019999999999999907,0.23653390585878586,-0.33551791525494723
86,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",50,0.4,0.74,0.82,2.051773360185603,5.04,0.3278688524590163,0.4,0.3603603603603603,0.32,0.76,0.8,2.4283980770865568,7.72,0.32,0.32,0.32,0.36,0.76,0.84,2.0490451287122027,5.54,0.36,0.36,0.36,0.08000000000000002,-0.040000000000000036,-0.020000000000000018,0.020000000000000018,0.019999999999999907,0.020000000000000018,-0.3766247169009538,-0.002728231473400289
87,n02988304,CD player,48,0.3333333333333333,0.5625,0.625,3.233217518647145,16.125,0.3478260869565217,0.3333333333333333,0.3404255319148936,0.375,0.6458333333333334,0.7083333333333334,2.863997878704905,15.125,0.3461538461538461,0.375,0.3599999999999999,0.3958333333333333,0.625,0.7291666666666666,2.7634158445428354,13.916666666666666,0.4222222222222222,0.3958333333333333,0.4086021505376344,-0.041666666666666685,0.0625,-0.08333333333333337,0.0625,-0.08333333333333337,0.10416666666666663,0.36921963994223983,-0.4698016741043096
88,n02999410,chain,49,0.0816326530612244,0.2857142857142857,0.4693877551020408,4.378058755456192,15.83673469387755,0.1428571428571428,0.0816326530612244,0.1038961038961038,0.0612244897959183,0.4285714285714285,0.5510204081632653,4.089503570353592,16.79591836734694,0.1363636363636363,0.0612244897959183,0.0845070422535211,0.1020408163265306,0.3469387755102041,0.5306122448979592,3.859051436252497,13.79591836734694,0.2083333333333333,0.1020408163265306,0.136986301369863,0.020408163265306103,0.0204081632653062,-0.1428571428571428,0.06122448979591838,-0.08163265306122447,0.061224489795918435,0.2885551851026005,-0.5190073192036952
89,n03014705,chest,50,0.36,0.56,0.68,3.6211396258839086,16.92,0.4090909090909091,0.36,0.3829787234042554,0.36,0.52,0.66,3.3118083707066392,18.96,0.4186046511627907,0.36,0.3870967741935484,0.4,0.62,0.7,3.1453792911509844,15.92,0.4651162790697674,0.4,0.4301075268817204,0.0,0.040000000000000036,0.040000000000000036,0.05999999999999994,0.020000000000000018,0.019999999999999907,0.30933125517726934,-0.47576033473292423
90,n03026506,Christmas stocking,50,0.56,0.72,0.82,2.199502359983024,11.9,0.4057971014492754,0.56,0.4705882352941177,0.52,0.74,0.78,2.0875686838482634,7.3,0.3333333333333333,0.52,0.40625,0.58,0.76,0.8,2.0104415861110176,8.6,0.3815789473684211,0.58,0.4603174603174603,0.040000000000000036,0.019999999999999907,-0.020000000000000018,0.040000000000000036,0.039999999999999925,-0.019999999999999907,0.11193367613476068,-0.18906077387200648
91,n03042490,cliff dwelling,50,0.52,0.66,0.74,2.6474322644432995,15.38,0.5652173913043478,0.52,0.5416666666666667,0.52,0.66,0.76,2.404227282174252,11.28,0.4814814814814814,0.52,0.5,0.5,0.66,0.76,2.273243255298006,11.78,0.4901960784313725,0.5,0.495049504950495,0.0,-0.020000000000000018,0.0,0.0,-0.020000000000000018,0.020000000000000018,0.2432049822690474,-0.3741890091452933
92,n03085013,"computer keyboard, keypad",50,0.34,0.48,0.56,3.952511846868641,19.76,0.4358974358974359,0.34,0.3820224719101123,0.2,0.46,0.54,3.938017527594305,20.4,0.3225806451612903,0.2,0.2469135802469135,0.3,0.52,0.58,3.56130678014079,17.02,0.46875,0.3,0.3658536585365853,0.14,-0.040000000000000036,0.019999999999999962,0.040000000000000036,0.020000000000000018,0.019999999999999907,0.014494319274335865,-0.39120506672785105
93,n03089624,"confectionery, confectionary, candy store",50,0.42,0.72,0.82,2.309723189604434,8.32,0.4117647058823529,0.42,0.4158415841584157,0.44,0.7,0.8,2.3843797772457216,10.7,0.4888888888888889,0.44,0.4631578947368421,0.44,0.74,0.84,2.149916373603265,8.96,0.4680851063829787,0.44,0.4536082474226804,-0.020000000000000018,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.019999999999999907,0.020000000000000018,-0.07465658764128769,-0.15980681600116897
94,n03100240,convertible,49,0.4693877551020408,0.8571428571428571,0.9387755102040816,1.9872839431159917,6.36734693877551,0.46,0.4693877551020408,0.4646464646464646,0.4285714285714285,0.7959183673469388,0.8979591836734694,2.1427311876654125,7.653061224489796,0.4117647058823529,0.4285714285714285,0.42,0.4693877551020408,0.8571428571428571,0.9387755102040816,1.8415924093873848,5.877551020408164,0.5348837209302325,0.4693877551020408,0.5,0.04081632653061229,0.0,0.061224489795918324,0.0,0.04081632653061218,0.0,-0.15544724454942083,-0.14569153372860688
95,n03126707,crane,48,0.2916666666666667,0.6041666666666666,0.7291666666666666,3.103552588313366,12.75,0.3783783783783784,0.2916666666666667,0.3294117647058824,0.3333333333333333,0.625,0.7708333333333334,2.8971255976567503,11.166666666666666,0.3137254901960784,0.3333333333333333,0.3232323232323232,0.375,0.6666666666666666,0.7916666666666666,2.6955435261180063,9.708333333333334,0.375,0.375,0.375,-0.04166666666666663,0.08333333333333331,-0.02083333333333337,0.0625,-0.04166666666666674,0.0625,0.20642699065661585,-0.4080090621953598
96,n03160309,"dam, dike, dyke",47,0.3404255319148936,0.6170212765957447,0.7446808510638298,2.9938973457251814,11.340425531914894,0.3720930232558139,0.3404255319148936,0.3555555555555555,0.3404255319148936,0.5957446808510638,0.7446808510638298,3.0602906815333726,10.085106382978724,0.3333333333333333,0.3404255319148936,0.3368421052631579,0.3829787234042553,0.6808510638297872,0.851063829787234,2.652070836903881,8.638297872340425,0.375,0.3829787234042553,0.3789473684210526,0.0,0.04255319148936171,0.021276595744680882,0.06382978723404253,0.0,0.1063829787234043,-0.06639333580819118,-0.3418265088213004
