label,synset,name,support,702k_top1_accuracy,702k_top5_accuracy,702k_top10_accuracy,702k_mean_loss,702k_mean_true_rank,702k_precision,702k_recall,702k_f1,2048unit_top1_accuracy,2048unit_top5_accuracy,2048unit_top10_accuracy,2048unit_mean_loss,2048unit_mean_true_rank,2048unit_precision,2048unit_recall,2048unit_f1,ensemble_top1_accuracy,ensemble_top5_accuracy,ensemble_top10_accuracy,ensemble_mean_loss,ensemble_mean_true_rank,ensemble_precision,ensemble_recall,ensemble_f1,small_minus_large_top1_accuracy,ensemble_minus_small_top1_accuracy,small_minus_large_top5_accuracy,ensemble_minus_small_top5_accuracy,small_minus_large_top10_accuracy,ensemble_minus_small_top10_accuracy,small_minus_large_mean_loss,ensemble_minus_small_mean_loss
97,n03179701,desk,49,0.3265306122448979,0.673469387755102,0.7551020408163265,3.0541077796151703,17.551020408163264,0.32,0.3265306122448979,0.3232323232323232,0.3265306122448979,0.5714285714285714,0.6938775510204082,3.0555435693754154,16.448979591836736,0.2962962962962963,0.3265306122448979,0.3106796116504854,0.3877551020408163,0.6530612244897959,0.7551020408163265,2.8208152463954983,15.693877551020408,0.3333333333333333,0.3877551020408163,0.3584905660377358,0.0,0.061224489795918435,0.10204081632653061,-0.020408163265306145,0.061224489795918324,0.0,-0.0014357897602450542,-0.23329253321967203
98,n03201208,"dining table, board",50,0.5,0.74,0.78,2.562750314024279,11.5,0.423728813559322,0.5,0.4587155963302752,0.4,0.56,0.66,2.7929299061147783,15.38,0.3389830508474576,0.4,0.3669724770642202,0.46,0.66,0.74,2.451300519448142,12.02,0.3833333333333333,0.46,0.4181818181818181,0.09999999999999998,-0.03999999999999998,0.17999999999999994,-0.07999999999999996,0.12,-0.040000000000000036,-0.23017959209049943,-0.1114497945761368
99,n03250847,drumstick,49,0.2448979591836734,0.4081632653061224,0.5918367346938775,3.849466800555507,18.20408163265306,0.2926829268292683,0.2448979591836734,0.2666666666666666,0.1836734693877551,0.3877551020408163,0.5306122448979592,4.078413096411758,23.244897959183675,0.2368421052631578,0.1836734693877551,0.2068965517241379,0.2448979591836734,0.4285714285714285,0.5714285714285714,3.786167536656541,20.142857142857142,0.3,0.2448979591836734,0.2696629213483146,0.0612244897959183,0.0,0.02040816326530609,0.02040816326530609,0.061224489795918324,-0.020408163265306145,-0.22894629585625115,-0.06329926389896601
100,n03255030,dumbbell,46,0.217391304347826,0.5652173913043478,0.7391304347826086,3.3534143680569377,10.521739130434783,0.1851851851851851,0.217391304347826,0.1999999999999999,0.1739130434782608,0.3260869565217391,0.5,4.002294964387517,15.934782608695652,0.32,0.1739130434782608,0.2253521126760563,0.1956521739130435,0.5,0.6739130434782609,3.441393651202064,11.91304347826087,0.2647058823529412,0.1956521739130435,0.225,0.04347826086956519,-0.02173913043478251,0.2391304347826087,-0.06521739130434778,0.23913043478260865,-0.06521739130434778,-0.6488805963305797,0.08797928314512626
101,n03355925,"flagpole, flagstaff",49,0.5510204081632653,0.7959183673469388,0.8571428571428571,1.8850883222979595,5.387755102040816,0.6,0.5510204081632653,0.5744680851063829,0.5306122448979592,0.7346938775510204,0.7959183673469388,2.174987502451897,8.36734693877551,0.5416666666666666,0.5306122448979592,0.5360824742268041,0.5102040816326531,0.7959183673469388,0.8367346938775511,1.871023195038908,6.918367346938775,0.6097560975609756,0.5102040816326531,0.5555555555555556,0.020408163265306034,-0.04081632653061218,0.061224489795918324,0.0,0.061224489795918324,-0.020408163265306034,-0.2898991801539377,-0.014065127259051513
102,n03388043,fountain,46,0.3478260869565217,0.5869565217391305,0.717391304347826,3.1917239033754385,16.282608695652176,0.3478260869565217,0.3478260869565217,0.3478260869565217,0.4130434782608695,0.6739130434782609,0.7391304347826086,2.8661699553060704,13.347826086956522,0.3584905660377358,0.4130434782608695,0.3838383838383838,0.391304347826087,0.6956521739130435,0.717391304347826,2.8137268114446554,13.891304347826088,0.375,0.391304347826087,0.3829787234042554,-0.06521739130434784,0.0434782608695653,-0.08695652173913038,0.10869565217391297,-0.021739130434782594,0.0,0.3255539480693681,-0.3779970919307831
103,n03393912,freight car,50,0.72,0.86,0.9,1.4394457463423094,7.6,0.72,0.72,0.72,0.72,0.82,0.86,1.44795987851425,11.06,0.7058823529411765,0.72,0.712871287128713,0.76,0.82,0.86,1.3085397536414802,8.88,0.7450980392156863,0.76,0.7524752475247525,0.0,0.040000000000000036,0.040000000000000036,-0.040000000000000036,0.040000000000000036,-0.040000000000000036,-0.008514132171940636,-0.13090599270082914
104,n03400231,"frying pan, frypan, skillet",50,0.24,0.66,0.78,3.08838138133512,11.28,0.3076923076923077,0.24,0.2696629213483146,0.14,0.58,0.72,3.4909797324190426,14.74,0.2258064516129032,0.14,0.1728395061728395,0.16,0.64,0.72,3.052349979229898,12.0,0.2285714285714285,0.16,0.188235294117647,0.09999999999999998,-0.07999999999999999,0.08000000000000007,-0.020000000000000018,0.06000000000000005,-0.06000000000000005,-0.4025983510839226,-0.03603140210522193
105,n03404251,fur coat,48,0.1666666666666666,0.4375,0.5833333333333334,3.4926748505859853,13.645833333333334,0.1702127659574468,0.1666666666666666,0.1684210526315789,0.1875,0.4791666666666667,0.6041666666666666,3.2973513911547783,10.4375,0.18,0.1875,0.1836734693877551,0.2291666666666666,0.5208333333333334,0.6666666666666666,3.122497183838305,10.333333333333334,0.2444444444444444,0.2291666666666666,0.2365591397849462,-0.020833333333333398,0.0625,-0.041666666666666685,0.08333333333333337,-0.02083333333333326,0.08333333333333326,0.195323459431207,-0.37017766674768016
106,n03424325,"gasmask, respirator, gas helmet",49,0.2448979591836734,0.5102040816326531,0.6326530612244898,3.575578147375687,15.183673469387756,0.2727272727272727,0.2448979591836734,0.2580645161290322,0.1224489795918367,0.4285714285714285,0.6122448979591837,3.7360161399810177,15.979591836734691,0.1666666666666666,0.1224489795918367,0.1411764705882353,0.2244897959183673,0.5510204081632653,0.6326530612244898,3.4724767536019305,14.673469387755102,0.282051282051282,0.2244897959183673,0.25,0.1224489795918367,-0.020408163265306117,0.08163265306122458,0.04081632653061218,0.020408163265306145,0.0,-0.16043799260533076,-0.10310139377375638
107,n03444034,go-kart,49,0.673469387755102,0.8367346938775511,0.8571428571428571,1.609550004823174,7.673469387755102,0.6875,0.673469387755102,0.6804123711340205,0.673469387755102,0.8163265306122449,0.8163265306122449,1.695414466058419,9.877551020408164,0.5689655172413793,0.673469387755102,0.6168224299065421,0.673469387755102,0.8163265306122449,0.8571428571428571,1.472300183860252,6.918367346938775,0.6111111111111112,0.673469387755102,0.6407766990291262,0.0,0.0,0.020408163265306145,-0.020408163265306145,0.04081632653061218,0.0,-0.08586446123524505,-0.13724982096292182
108,n03447447,gondola,47,0.7872340425531915,0.851063829787234,0.8936170212765957,1.2102387956274907,6.957446808510638,0.6271186440677966,0.7872340425531915,0.6981132075471698,0.7659574468085106,0.8297872340425532,0.8723404255319149,1.3391996847353436,6.0638297872340425,0.75,0.7659574468085106,0.7578947368421053,0.8297872340425532,0.8723404255319149,0.8936170212765957,1.075505033932028,4.76595744680851,0.6964285714285714,0.8297872340425532,0.7572815533980581,0.021276595744680882,0.04255319148936165,0.021276595744680882,0.021276595744680882,0.02127659574468077,0.0,-0.12896088910785286,-0.1347337616954627
109,n03544143,hourglass,48,0.3125,0.5416666666666666,0.6458333333333334,3.3662199571692466,13.916666666666666,0.3846153846153846,0.3125,0.3448275862068966,0.2708333333333333,0.4791666666666667,0.625,3.495905166353071,16.479166666666668,0.2765957446808511,0.2708333333333333,0.2736842105263158,0.2916666666666667,0.6041666666666666,0.6875,3.210639537451879,13.583333333333334,0.3333333333333333,0.2916666666666667,0.3111111111111111,0.041666666666666685,-0.020833333333333315,0.062499999999999944,0.0625,0.02083333333333337,0.04166666666666663,-0.1296852091838243,-0.15558041971736758
110,n03584254,iPod,50,0.24,0.54,0.66,3.50540189231001,14.98,0.2857142857142857,0.24,0.2608695652173913,0.22,0.58,0.74,3.4167861096908343,15.76,0.2972972972972973,0.22,0.2528735632183908,0.32,0.6,0.72,3.2564534730714727,14.28,0.3404255319148936,0.32,0.3298969072164948,0.01999999999999999,0.08000000000000002,-0.039999999999999925,0.05999999999999994,-0.07999999999999996,0.05999999999999994,0.08861578261917558,-0.24894841923853717
111,n03599486,"jinrikisha, ricksha, rickshaw",49,0.5510204081632653,0.7959183673469388,0.8367346938775511,1.9062437913025243,7.183673469387755,0.4736842105263157,0.5510204081632653,0.5094339622641509,0.5918367346938775,0.673469387755102,0.7551020408163265,2.024130377953886,9.93877551020408,0.5370370370370371,0.5918367346938775,0.5631067961165048,0.6122448979591837,0.7551020408163265,0.8367346938775511,1.8535099718752208,7.693877551020408,0.5172413793103449,0.6122448979591837,0.5607476635514018,-0.04081632653061229,0.061224489795918435,0.12244897959183676,-0.04081632653061229,0.08163265306122458,0.0,-0.11788658665136165,-0.052733819427303485
112,n03617480,kimono,50,0.32,0.56,0.76,2.771893011608607,7.7,0.2580645161290322,0.32,0.2857142857142857,0.28,0.56,0.74,2.892995044352605,9.36,0.2121212121212121,0.28,0.2413793103448276,0.32,0.58,0.8,2.618367798412159,6.94,0.2424242424242424,0.32,0.2758620689655172,0.03999999999999998,0.0,0.0,0.019999999999999907,0.020000000000000018,0.040000000000000036,-0.12110203274399822,-0.15352521319644774
113,n03637318,"lampshade, lamp shade",50,0.2,0.56,0.66,3.263859706563181,10.66,0.2777777777777778,0.2,0.2325581395348837,0.2,0.42,0.52,3.9040468241991335,15.24,0.4166666666666667,0.2,0.2702702702702703,0.22,0.48,0.66,3.2685541138837078,10.72,0.3333333333333333,0.22,0.2650602409638554,0.0,0.01999999999999999,0.14000000000000007,-0.08000000000000007,0.14,0.0,-0.6401871176359526,0.004694407320526839
114,n03649909,"lawn mower, mower",49,0.3061224489795918,0.6122448979591837,0.7551020408163265,2.7629022121683517,9.122448979591836,0.4411764705882353,0.3061224489795918,0.3614457831325301,0.3469387755102041,0.6938775510204082,0.7755102040816326,3.0091691815564974,10.612244897959185,0.3863636363636363,0.3469387755102041,0.3655913978494624,0.3469387755102041,0.6938775510204082,0.7959183673469388,2.6024867877973508,8.959183673469388,0.4722222222222222,0.3469387755102041,0.3999999999999999,-0.04081632653061229,0.04081632653061229,-0.08163265306122447,0.08163265306122447,-0.020408163265306145,0.04081632653061229,-0.24626696938814563,-0.16041542437100098
115,n03662601,lifeboat,50,0.74,0.88,0.88,1.3875163517218445,9.12,0.8604651162790697,0.74,0.7956989247311828,0.76,0.88,0.9,1.3041858967098334,11.66,0.7169811320754716,0.76,0.7378640776699028,0.78,0.88,0.9,1.2660823246922994,10.84,0.8125,0.78,0.7959183673469388,-0.020000000000000018,0.040000000000000036,0.0,0.0,-0.020000000000000018,0.020000000000000018,0.08333045501201108,-0.12143402702954509
116,n03670208,"limousine, limo",50,0.44,0.72,0.86,2.2084942115336177,6.46,0.4230769230769231,0.44,0.4313725490196078,0.3,0.66,0.86,2.7288846046336968,7.72,0.4411764705882353,0.3,0.3571428571428571,0.44,0.78,0.9,2.158368353551132,4.36,0.4782608695652174,0.44,0.4583333333333333,0.14,0.0,0.05999999999999994,0.06000000000000005,0.0,0.040000000000000036,-0.5203903931000791,-0.05012585798248548
117,n03706229,magnetic compass,49,0.3673469387755102,0.6530612244897959,0.7142857142857143,3.0659446978361418,18.571428571428573,0.4615384615384615,0.3673469387755102,0.4090909090909091,0.4081632653061224,0.6938775510204082,0.7142857142857143,2.901706680863821,21.244897959183675,0.4,0.4081632653061224,0.4040404040404041,0.4489795918367347,0.6530612244897959,0.7346938775510204,2.726103220816145,18.551020408163264,0.44,0.4489795918367347,0.4444444444444445,-0.04081632653061218,0.08163265306122447,-0.04081632653061229,0.0,0.0,0.020408163265306145,0.16423801697232054,-0.3398414770199967
118,n03733131,maypole,49,0.673469387755102,0.8367346938775511,0.8775510204081632,1.359686785604503,5.163265306122449,0.673469387755102,0.673469387755102,0.673469387755102,0.6326530612244898,0.7959183673469388,0.8979591836734694,1.5975367865775398,4.142857142857143,0.5849056603773585,0.6326530612244898,0.6078431372549019,0.7142857142857143,0.8367346938775511,0.9387755102040816,1.2744206535573888,3.510204081632653,0.7291666666666666,0.7142857142857143,0.7216494845360826,0.04081632653061218,0.04081632653061229,0.04081632653061229,0.0,-0.020408163265306145,0.061224489795918324,-0.23785000097303688,-0.0852661320471142
119,n03763968,military uniform,45,0.3777777777777777,0.6444444444444445,0.7777777777777778,2.816103871429253,9.866666666666667,0.293103448275862,0.3777777777777777,0.3300970873786407,0.3111111111111111,0.4222222222222222,0.5777777777777777,3.616542187863558,18.866666666666667,0.4242424242424242,0.3111111111111111,0.3589743589743589,0.3777777777777777,0.6,0.7333333333333333,2.841892536370032,10.444444444444445,0.3617021276595745,0.3777777777777777,0.3695652173913044,0.0666666666666666,0.0,0.22222222222222227,-0.04444444444444451,0.20000000000000007,-0.04444444444444451,-0.8004383164343052,0.02578866494077925
120,n03770439,"miniskirt, mini",50,0.26,0.62,0.74,3.1029422373291764,11.9,0.2708333333333333,0.26,0.2653061224489796,0.24,0.38,0.52,3.737212919272495,16.38,0.25,0.24,0.2448979591836734,0.28,0.54,0.68,3.0178213742447983,10.6,0.28,0.28,0.28,0.020000000000000018,0.020000000000000018,0.24,-0.07999999999999996,0.21999999999999997,-0.05999999999999994,-0.6342706819433186,-0.08512086308437805
121,n03796401,moving van,50,0.42,0.8,0.9,2.11211973967462,6.28,0.4666666666666667,0.42,0.4421052631578947,0.44,0.82,0.86,1.986520381285892,6.14,0.3235294117647059,0.44,0.3728813559322034,0.44,0.84,0.9,1.8427434725270475,5.26,0.4230769230769231,0.44,0.4313725490196078,-0.020000000000000018,0.020000000000000018,-0.019999999999999907,0.039999999999999925,0.040000000000000036,0.0,0.12559935838872804,-0.26937626714757257
122,n03804744,nail,48,0.1041666666666666,0.4375,0.5625,3.9239481427381,15.395833333333334,0.2272727272727272,0.1041666666666666,0.1428571428571428,0.1458333333333333,0.4583333333333333,0.6041666666666666,3.939289147985482,17.25,0.1842105263157894,0.1458333333333333,0.1627906976744186,0.125,0.5208333333333334,0.6041666666666666,3.647920134288324,14.458333333333334,0.2307692307692307,0.125,0.1621621621621621,-0.041666666666666685,0.020833333333333398,-0.020833333333333315,0.08333333333333337,-0.04166666666666663,0.04166666666666663,-0.015341005247381911,-0.27602800844977615
123,n03814639,neck brace,49,0.2448979591836734,0.5714285714285714,0.7959183673469388,3.061485377071062,9.183673469387756,0.1967213114754098,0.2448979591836734,0.2181818181818181,0.2448979591836734,0.4693877551020408,0.5918367346938775,3.4367366022726378,16.102040816326532,0.1764705882352941,0.2448979591836734,0.2051282051282051,0.2653061224489796,0.5510204081632653,0.673469387755102,3.0209633315633204,11.0,0.1884057971014492,0.2653061224489796,0.2203389830508474,0.0,0.0204081632653062,0.10204081632653061,-0.020408163265306145,0.20408163265306123,-0.12244897959183676,-0.3752512252015756,-0.040522045507741744
124,n03837869,obelisk,49,0.7346938775510204,0.9183673469387756,0.9387755102040816,1.1452647009932209,3.7755102040816326,0.6428571428571429,0.7346938775510204,0.6857142857142857,0.6326530612244898,0.8163265306122449,0.8979591836734694,1.4821543188312831,5.938775510204081,0.5254237288135594,0.6326530612244898,0.5740740740740742,0.7551020408163265,0.8979591836734694,0.9183673469387756,1.1640654035348847,3.591836734693877,0.5967741935483871,0.7551020408163265,0.6666666666666666,0.10204081632653061,0.020408163265306034,0.10204081632653073,-0.020408163265306256,0.04081632653061218,-0.020408163265305923,-0.33688961783806226,0.018800702541663883
125,n03838899,"oboe, hautboy, hautbois",49,0.2857142857142857,0.4897959183673469,0.673469387755102,3.546509455696389,17.102040816326532,0.3684210526315789,0.2857142857142857,0.3218390804597701,0.1428571428571428,0.4081632653061224,0.5306122448979592,3.930265874605572,18.448979591836736,0.3684210526315789,0.1428571428571428,0.2058823529411764,0.2653061224489796,0.4693877551020408,0.6326530612244898,3.375538623813366,15.142857142857142,0.52,0.2653061224489796,0.3513513513513513,0.1428571428571429,-0.02040816326530609,0.08163265306122452,-0.020408163265306145,0.1428571428571428,-0.04081632653061218,-0.3837564189091829,-0.17097083188302298
126,n03854065,"organ, pipe organ",50,0.54,0.8,0.8,1.979068043949879,8.38,0.5510204081632653,0.54,0.5454545454545455,0.5,0.72,0.82,2.02586364352131,8.76,0.3787878787878788,0.5,0.4310344827586206,0.56,0.8,0.82,1.789666647281137,7.3,0.4666666666666667,0.56,0.509090909090909,0.040000000000000036,0.020000000000000018,0.08000000000000007,0.0,-0.019999999999999907,0.019999999999999907,-0.04679559957143131,-0.189401396668742
127,n03891332,parking meter,49,0.3061224489795918,0.5102040816326531,0.6938775510204082,3.379484187797804,13.224489795918368,0.3333333333333333,0.3061224489795918,0.3191489361702127,0.1836734693877551,0.5714285714285714,0.673469387755102,3.494880104874081,16.26530612244898,0.2195121951219512,0.1836734693877551,0.2,0.3265306122448979,0.6122448979591837,0.6938775510204082,3.1794426220974645,13.73469387755102,0.3555555555555555,0.3265306122448979,0.3404255319148936,0.12244897959183668,0.02040816326530609,-0.061224489795918324,0.10204081632653061,0.020408163265306145,0.0,-0.11539591707627705,-0.2000415657003396
128,n03902125,"pay-phone, pay-station",47,0.3829787234042553,0.723404255319149,0.7872340425531915,2.602743614370468,8.148936170212766,0.3103448275862069,0.3829787234042553,0.3428571428571428,0.3829787234042553,0.6170212765957447,0.7446808510638298,2.877787837107176,13.4468085106383,0.375,0.3829787234042553,0.3789473684210526,0.3617021276595745,0.6808510638297872,0.7872340425531915,2.544027790555161,10.063829787234043,0.2833333333333333,0.3617021276595745,0.3177570093457944,0.0,-0.021276595744680826,0.1063829787234043,-0.042553191489361764,0.042553191489361764,0.0,-0.27504422273670803,-0.05871582381530693
129,n03930313,"picket fence, paling",48,0.4583333333333333,0.6875,0.7708333333333334,2.5308677511268813,8.770833333333334,0.44,0.4583333333333333,0.4489795918367347,0.4791666666666667,0.7291666666666666,0.7708333333333334,2.3680006378499687,8.229166666666666,0.5227272727272727,0.4791666666666667,0.5,0.5208333333333334,0.6875,0.8333333333333334,2.1843043334639574,7.375,0.4901960784313725,0.5208333333333334,0.5050505050505051,-0.02083333333333337,0.06250000000000006,-0.04166666666666663,0.0,0.0,0.0625,0.1628671132769126,-0.346563417662924
130,n03937543,pill bottle,49,0.2040816326530612,0.5918367346938775,0.6530612244897959,3.2891502730655384,11.775510204081632,0.2631578947368421,0.2040816326530612,0.2298850574712643,0.2653061224489796,0.5306122448979592,0.6122448979591837,3.404253724868492,13.755102040816327,0.25,0.2653061224489796,0.2574257425742574,0.2653061224489796,0.5306122448979592,0.6938775510204082,3.0737004785591244,12.10204081632653,0.3095238095238095,0.2653061224489796,0.2857142857142857,-0.06122448979591841,0.06122448979591841,0.061224489795918324,-0.061224489795918324,0.04081632653061218,0.04081632653061229,-0.11510345180295367,-0.215449794506414
131,n03970156,"plunger, plumber's helper",49,0.0,0.3469387755102041,0.4693877551020408,4.326510269407327,17.428571428571427,0.0,0.0,0.0,0.0816326530612244,0.2857142857142857,0.4285714285714285,4.393145749282086,20.93877551020408,0.25,0.0816326530612244,0.123076923076923,0.0408163265306122,0.3265306122448979,0.4897959183673469,4.17368803393423,19.040816326530614,0.0909090909090909,0.0408163265306122,0.056338028169014,-0.0816326530612244,0.0408163265306122,0.06122448979591838,-0.0204081632653062,0.04081632653061229,0.020408163265306145,-0.06663547987475837,-0.15282223547309748
132,n03976657,pole,50,0.16,0.36,0.5,4.336757483190333,19.42,0.25,0.16,0.1951219512195121,0.14,0.36,0.54,4.132557531848722,18.68,0.2592592592592592,0.14,0.1818181818181818,0.16,0.42,0.5,4.005225158451655,18.12,0.32,0.16,0.2133333333333333,0.01999999999999999,0.0,0.0,0.06,-0.040000000000000036,0.0,0.20419995134161084,-0.3315323247386779
133,n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",50,0.64,0.9,0.92,1.2586659386545789,3.3,0.5333333333333333,0.64,0.5818181818181818,0.68,0.88,0.9,1.3619911944703316,4.72,0.576271186440678,0.68,0.6238532110091743,0.66,0.88,0.9,1.2047417163362248,3.38,0.559322033898305,0.66,0.6055045871559633,-0.040000000000000036,0.020000000000000018,0.020000000000000018,-0.020000000000000018,0.020000000000000018,-0.020000000000000018,-0.10332525581575269,-0.05392422231835403
134,n03980874,poncho,50,0.28,0.62,0.72,2.973456055753214,11.62,0.3181818181818182,0.28,0.2978723404255319,0.28,0.56,0.68,3.191570789384745,11.02,0.3181818181818182,0.28,0.2978723404255319,0.36,0.58,0.74,2.840559298320633,9.34,0.3529411764705882,0.36,0.3564356435643565,0.0,0.07999999999999996,0.05999999999999994,-0.040000000000000036,0.039999999999999925,0.020000000000000018,-0.218114733631531,-0.13289675743258123
135,n03983396,"pop bottle, soda bottle",50,0.1,0.38,0.52,4.25950939992708,19.72,0.125,0.1,0.1111111111111111,0.08,0.38,0.52,4.370711039575512,23.26,0.1428571428571428,0.08,0.1025641025641025,0.08,0.4,0.56,4.128581376491239,21.54,0.1333333333333333,0.08,0.1,0.020000000000000004,-0.020000000000000004,0.0,0.020000000000000018,0.0,0.040000000000000036,-0.11120163964843144,-0.13092802343584165
136,n03992509,potter's wheel,47,0.3191489361702128,0.5319148936170213,0.6808510638297872,3.2398947070616924,14.148936170212766,0.2419354838709677,0.3191489361702128,0.2752293577981651,0.2978723404255319,0.5531914893617021,0.6170212765957447,3.328197586998568,15.170212765957446,0.208955223880597,0.2978723404255319,0.2456140350877193,0.3404255319148936,0.5531914893617021,0.7021276595744681,3.0344413493081226,13.212765957446807,0.2352941176470588,0.3404255319148936,0.2782608695652174,0.021276595744680882,0.021276595744680826,-0.021276595744680882,0.021276595744680882,0.06382978723404253,0.021276595744680882,-0.08830287993687547,-0.20545335775356977
137,n04008634,"projectile, missile",48,0.1875,0.4583333333333333,0.6458333333333334,3.862558807997518,15.75,0.2307692307692307,0.1875,0.2068965517241379,0.2708333333333333,0.4583333333333333,0.6458333333333334,3.361888464543091,11.958333333333334,0.3421052631578947,0.2708333333333333,0.3023255813953488,0.25,0.4791666666666667,0.7083333333333334,3.203419575053705,11.1875,0.3,0.25,0.2727272727272727,-0.08333333333333331,0.0625,0.0,0.02083333333333337,0.0,0.0625,0.5006703434544271,-0.6591392329438133
138,n04023962,"punching bag, punch bag, punching ball, punchball",47,0.2765957446808511,0.4893617021276595,0.7021276595744681,3.251971092402512,10.297872340425531,0.1969696969696969,0.2765957446808511,0.2300884955752212,0.3191489361702128,0.574468085106383,0.6170212765957447,3.5885178197404306,17.851063829787233,0.3333333333333333,0.3191489361702128,0.3260869565217391,0.2978723404255319,0.6382978723404256,0.7021276595744681,3.181392820488941,11.914893617021276,0.28,0.2978723404255319,0.288659793814433,-0.04255319148936171,0.021276595744680826,-0.08510638297872353,0.14893617021276606,0.08510638297872342,0.0,-0.33654672733791857,-0.07057827191357102
139,n04067472,reel,47,0.1914893617021276,0.3404255319148936,0.4468085106382978,4.274624876315054,21.91489361702128,0.1956521739130435,0.1914893617021276,0.1935483870967742,0.2553191489361702,0.3617021276595745,0.425531914893617,4.571268527035622,29.851063829787236,0.3,0.2553191489361702,0.2758620689655172,0.1914893617021276,0.3191489361702128,0.4468085106382978,4.155857969644653,23.97872340425532,0.25,0.1914893617021276,0.216867469879518,-0.06382978723404259,0.0,-0.021276595744680882,-0.021276595744680826,0.02127659574468077,0.0,-0.29664365072056853,-0.1187669066704009
140,n04070727,"refrigerator, icebox",49,0.4489795918367347,0.6326530612244898,0.7346938775510204,2.8070091528672134,13.408163265306122,0.3333333333333333,0.4489795918367347,0.3826086956521739,0.4081632653061224,0.5918367346938775,0.6530612244897959,3.055429623210081,15.285714285714286,0.2941176470588235,0.4081632653061224,0.3418803418803419,0.4489795918367347,0.6326530612244898,0.673469387755102,2.61573992218095,12.020408163265309,0.3793103448275862,0.4489795918367347,0.411214953271028,0.04081632653061229,0.0,0.04081632653061229,0.0,0.08163265306122458,-0.061224489795918435,-0.24842047034286763,-0.19126923068626356
141,n04074963,"remote control, remote",47,0.2553191489361702,0.4893617021276595,0.5957446808510638,3.913300506528428,21.19148936170213,0.375,0.2553191489361702,0.3037974683544304,0.1914893617021276,0.4680851063829787,0.6382978723404256,3.8112218525621775,17.4468085106383,0.3103448275862069,0.1914893617021276,0.2368421052631578,0.2978723404255319,0.4680851063829787,0.5957446808510638,3.579004160025651,17.872340425531913,0.3414634146341463,0.2978723404255319,0.3181818181818182,0.06382978723404259,0.04255319148936171,0.021276595744680826,-0.021276595744680826,-0.042553191489361764,0.0,0.1020786539662506,-0.3342963465027773
142,n04099969,"rocking chair, rocker",48,0.25,0.5208333333333334,0.6875,3.534266912906142,17.979166666666668,0.2608695652173913,0.25,0.2553191489361702,0.2708333333333333,0.5,0.6458333333333334,3.354126138315868,15.8125,0.3333333333333333,0.2708333333333333,0.2988505747126436,0.2708333333333333,0.6458333333333334,0.6875,3.1155189848000595,13.520833333333334,0.3170731707317073,0.2708333333333333,0.2921348314606741,-0.020833333333333315,0.020833333333333315,0.02083333333333337,0.125,0.04166666666666663,0.0,0.1801407745902739,-0.4187479281060824
143,n04118538,rugby ball,50,0.76,0.82,0.82,1.726997649497382,15.26,0.8444444444444444,0.76,0.8,0.74,0.82,0.82,1.4670353487313192,11.18,0.8043478260869565,0.74,0.7708333333333333,0.8,0.84,0.84,1.424970312407711,11.46,0.8163265306122449,0.8,0.8080808080808082,0.020000000000000018,0.040000000000000036,0.0,0.020000000000000018,0.0,0.020000000000000018,0.25996230076606275,-0.3020273370896709
144,n04133789,sandal,49,0.2040816326530612,0.5102040816326531,0.6530612244897959,3.767063808825315,22.06122448979592,0.303030303030303,0.2040816326530612,0.2439024390243902,0.2244897959183673,0.5102040816326531,0.5714285714285714,3.714988429985832,17.46938775510204,0.2340425531914893,0.2244897959183673,0.2291666666666666,0.2448979591836734,0.5102040816326531,0.6938775510204082,3.382025027398601,17.571428571428573,0.3,0.2448979591836734,0.2696629213483146,-0.02040816326530609,0.04081632653061221,0.0,0.0,0.08163265306122447,0.04081632653061229,0.05207537883948321,-0.3850387814267142
145,n04146614,school bus,50,0.74,0.88,0.92,0.993850913440276,3.42,0.6491228070175439,0.74,0.6915887850467289,0.74,0.94,0.98,0.91983808074281,2.46,0.5967741935483871,0.74,0.6607142857142857,0.78,0.92,0.96,0.8771664040247054,2.62,0.6842105263157895,0.78,0.7289719626168225,0.0,0.040000000000000036,-0.05999999999999994,0.040000000000000036,-0.05999999999999994,0.039999999999999925,0.07401283269746595,-0.11668450941557063
146,n04149813,scoreboard,50,0.52,0.76,0.88,1.9953115519143771,5.62,0.5909090909090909,0.52,0.5531914893617023,0.46,0.72,0.82,2.1411960902276146,6.18,0.5348837209302325,0.46,0.4946236559139785,0.58,0.78,0.92,1.8090155177556708,4.88,0.5918367346938775,0.58,0.5858585858585857,0.06,0.05999999999999994,0.040000000000000036,0.020000000000000018,0.06000000000000005,0.040000000000000036,-0.14588453831323744,-0.18629603415870633
147,n04179913,sewing machine,50,0.26,0.58,0.7,3.24004209250975,12.36,0.2363636363636363,0.26,0.2476190476190476,0.24,0.66,0.76,2.7803953082236976,10.4,0.1690140845070422,0.24,0.1983471074380165,0.3,0.64,0.78,2.7659425827339645,9.16,0.2459016393442623,0.3,0.2702702702702703,0.020000000000000018,0.03999999999999998,-0.08000000000000007,0.06000000000000005,-0.06000000000000005,0.08000000000000007,0.4596467842860523,-0.4740995097757854
