label,synset,name,support,top1_accuracy,top5_accuracy,top10_accuracy,mean_loss,mean_true_probability,mean_true_rank,median_true_rank,predicted_count,false_positive_count,precision,recall,f1
144,n04133789,sandal,49,0.22448979591836735,0.5102040816326531,0.5714285714285714,3.7149884299858322,0.13987605061065453,17.46938775510204,5.0,47,36,0.23404255319148937,0.22448979591836735,0.22916666666666666
145,n04146614,school bus,50,0.74,0.94,0.98,0.9198380807428101,0.646198124046299,2.46,1.0,62,25,0.5967741935483871,0.74,0.6607142857142857
146,n04149813,scoreboard,50,0.46,0.72,0.82,2.1411960902276146,0.36534209342863533,6.18,2.0,43,20,0.5348837209302325,0.46,0.4946236559139785
147,n04179913,sewing machine,50,0.24,0.66,0.76,2.7803953082236976,0.18623812411262863,10.4,2.5,71,59,0.16901408450704225,0.24,0.19834710743801653
148,n04251144,snorkel,50,0.3,0.58,0.74,2.854798749952059,0.27745325097048,10.32,3.0,41,26,0.36585365853658536,0.3,0.3296703296703297
149,n04254777,sock,49,0.32653061224489793,0.5918367346938775,0.673469387755102,3.1893327882553617,0.21598294784337155,12.612244897959183,4.0,42,26,0.38095238095238093,0.32653061224489793,0.3516483516483516
150,n04259630,sombrero,47,0.2127659574468085,0.48936170212765956,0.6595744680851063,3.5485936962707854,0.16847911756262968,15.127659574468085,6.0,42,32,0.23809523809523808,0.2127659574468085,0.2247191011235955
151,n04265275,space heater,50,0.24,0.5,0.68,3.2402840883728636,0.1656119409193779,12.04,5.5,37,25,0.32432432432432434,0.24,0.27586206896551724
152,n04275548,"spider web, spider's web",48,0.4791666666666667,0.7083333333333334,0.7916666666666666,2.3932831463742787,0.3357816820348119,11.145833333333334,2.0,62,39,0.3709677419354839,0.4791666666666667,0.4181818181818182
153,n04285008,"sports car, sport car",49,0.5510204081632653,0.9387755102040817,0.9591836734693877,1.4356423217970822,0.432884246696901,3.7346938775510203,1.0,69,42,0.391304347826087,0.5510204081632653,0.4576271186440678
154,n04311004,steel arch bridge,49,0.3673469387755102,0.6938775510204082,0.8163265306122449,2.731793806311401,0.24395462771592097,11.653061224489797,3.0,41,23,0.43902439024390244,0.3673469387755102,0.4
155,n04328186,"stopwatch, stop watch",46,0.3695652173913043,0.6739130434782609,0.782608695652174,2.996032239095682,0.2552819886700463,15.195652173913043,3.0,61,44,0.2786885245901639,0.3695652173913043,0.3177570093457944
156,n04356056,"sunglasses, dark glasses, shades",46,0.08695652173913043,0.391304347826087,0.5434782608695652,4.070509926251106,0.09093938783109685,20.217391304347824,9.0,29,25,0.13793103448275862,0.08695652173913043,0.10666666666666666
157,n04366367,suspension bridge,50,0.32,0.66,0.82,2.8780445759691493,0.21971915736861983,10.9,3.0,42,26,0.38095238095238093,0.32,0.34782608695652173
158,n04371430,"swimming trunks, bathing trunks",49,0.10204081632653061,0.3673469387755102,0.5510204081632653,4.093159050727946,0.10831265989353633,18.20408163265306,8.0,38,33,0.13157894736842105,0.10204081632653061,0.11494252873563218
159,n04376876,syringe,46,0.17391304347826086,0.32608695652173914,0.4782608695652174,4.218956562109217,0.08491755118599234,19.369565217391305,11.5,24,16,0.3333333333333333,0.17391304347826086,0.22857142857142854
160,n04398044,teapot,50,0.12,0.38,0.58,3.775744789969141,0.10324840268855323,15.9,8.0,42,36,0.14285714285714285,0.12,0.13043478260869565
161,n04399382,"teddy, teddy bear",48,0.10416666666666667,0.5416666666666666,0.7291666666666666,3.597629601469425,0.08674193451201923,11.479166666666666,5.0,42,37,0.11904761904761904,0.10416666666666667,0.11111111111111112
162,n04417672,"thatch, thatched roof",50,0.38,0.76,0.84,2.4992724441792937,0.2872322654053114,8.96,2.0,38,19,0.5,0.38,0.4318181818181818
163,n04456115,torch,50,0.5,0.66,0.74,2.50978266004575,0.4068186876414026,13.46,1.5,62,37,0.4032258064516129,0.5,0.4464285714285714
164,n04465501,tractor,48,0.3958333333333333,0.7083333333333334,0.8125,2.6054729077986685,0.309962939941421,9.604166666666666,2.0,39,20,0.48717948717948717,0.3958333333333333,0.43678160919540227
165,n04486054,triumphal arch,48,0.7291666666666666,0.8541666666666666,0.8958333333333334,1.307078206179061,0.6001140176301707,6.854166666666667,1.0,51,16,0.6862745098039216,0.7291666666666666,0.7070707070707071
166,n04487081,"trolleybus, trolley coach, trackless trolley",48,0.7083333333333334,0.9166666666666666,0.9166666666666666,1.3664341093698937,0.5564687633923961,6.833333333333333,1.0,55,21,0.6181818181818182,0.7083333333333334,0.6601941747572815
167,n04501370,turnstile,49,0.3673469387755102,0.673469387755102,0.8163265306122449,2.5069871029306756,0.30515257350443664,10.142857142857142,2.0,42,24,0.42857142857142855,0.3673469387755102,0.39560439560439564
168,n04507155,umbrella,47,0.0851063829787234,0.23404255319148937,0.3191489361702128,4.890529201352256,0.06285812075537735,27.680851063829788,20.0,22,18,0.18181818181818182,0.0851063829787234,0.11594202898550723
169,n04532106,vestment,49,0.3469387755102041,0.7142857142857143,0.8367346938775511,2.5769439884733387,0.23568415329805886,10.0,2.0,55,38,0.3090909090909091,0.3469387755102041,0.3269230769230769
170,n04532670,viaduct,50,0.58,0.76,0.78,2.094607382312754,0.449231363091964,8.68,1.0,57,28,0.5087719298245614,0.58,0.5420560747663552
171,n04540053,volleyball,49,0.4897959183673469,0.8163265306122449,0.8367346938775511,2.0254113347948506,0.39632440579217526,9.877551020408163,2.0,53,29,0.4528301886792453,0.4897959183673469,0.47058823529411764
172,n04560804,water jug,50,0.12,0.34,0.58,3.757697826758619,0.09310298858606378,13.38,9.5,35,29,0.17142857142857143,0.12,0.1411764705882353
173,n04562935,water tower,47,0.5106382978723404,0.723404255319149,0.7872340425531915,2.2504717135671326,0.404641296040231,9.106382978723405,1.0,51,27,0.47058823529411764,0.5106382978723404,0.48979591836734687
174,n04596742,wok,50,0.48,0.62,0.74,2.7815399312621336,0.29321395996220206,13.3,2.0,54,30,0.4444444444444444,0.48,0.4615384615384615
175,n04597913,wooden spoon,50,0.1,0.26,0.46,4.473685418132107,0.07025844326143463,17.78,11.5,19,14,0.2631578947368421,0.1,0.14492753623188404
176,n06596364,comic book,50,0.48,0.68,0.74,2.390832673314699,0.3830414434567891,13.1,2.0,39,15,0.6153846153846154,0.48,0.5393258426966293
177,n07579787,plate,50,0.36,0.76,0.86,2.4678991345373067,0.2755441894931282,8.6,2.5,57,39,0.3157894736842105,0.36,0.3364485981308411
178,n07583066,guacamole,50,0.5,0.64,0.8,2.365824496874144,0.37145094379556653,7.06,1.5,48,23,0.5208333333333334,0.5,0.5102040816326531
179,n07614500,"ice cream, icecream",50,0.22,0.64,0.78,2.9924234913427683,0.15037165380282574,9.32,4.0,60,49,0.18333333333333332,0.22,0.2
180,n07615774,"ice lolly, lolly, lollipop, popsicle",50,0.3,0.48,0.52,3.7155683426443256,0.15218393960985724,15.82,7.0,59,44,0.2542372881355932,0.3,0.2752293577981651
181,n07695742,pretzel,50,0.4,0.54,0.7,3.4233332557835445,0.272841744203202,22.06,3.5,63,43,0.31746031746031744,0.4,0.35398230088495575
182,n07711569,mashed potato,50,0.32,0.72,0.84,2.3762813952969775,0.25068715510115036,6.52,3.0,68,52,0.23529411764705882,0.32,0.2711864406779661
183,n07715103,cauliflower,50,0.42,0.72,0.84,2.3495957037403046,0.3530732832907498,7.48,2.0,33,12,0.6363636363636364,0.42,0.5060240963855421
184,n07720875,bell pepper,50,0.66,0.9,0.94,1.2132103253038047,0.5665780740324107,3.56,1.0,53,20,0.6226415094339622,0.66,0.6407766990291262
185,n07734744,mushroom,49,0.5510204081632653,0.7142857142857143,0.7755102040816326,2.520390725644174,0.35969621681116193,10.53061224489796,1.0,40,13,0.675,0.5510204081632653,0.6067415730337078
186,n07747607,orange,50,0.52,0.84,0.94,1.7633805827660667,0.4712062853560102,6.86,1.0,58,32,0.4482758620689655,0.52,0.48148148148148145
187,n07749582,lemon,50,0.48,0.86,0.9,1.8462964988311636,0.39768304510715136,4.02,2.0,61,37,0.39344262295081966,0.48,0.43243243243243246
188,n07753592,banana,50,0.28,0.58,0.78,2.9053147349659882,0.21016454771239312,8.58,3.0,50,36,0.28,0.28,0.28
189,n07768694,pomegranate,50,0.6,0.82,0.96,1.5824568211389043,0.4235276168686354,3.82,1.0,58,28,0.5172413793103449,0.6,0.5555555555555556
190,n07871810,"meat loaf, meatloaf",50,0.44,0.74,0.94,1.9669637768152148,0.3082584231230621,4.78,2.0,59,37,0.3728813559322034,0.44,0.40366972477064217
191,n07873807,"pizza, pizza pie",50,0.64,0.9,0.9,1.2264708439772931,0.5819609264684736,5.5,1.0,52,20,0.6153846153846154,0.64,0.6274509803921569
192,n07875152,potpie,50,0.6,0.84,0.9,1.7032304523828135,0.46561544945062056,6.2,1.0,63,33,0.47619047619047616,0.6,0.5309734513274337
193,n07920052,espresso,50,0.72,0.84,0.84,1.607572885963338,0.6021122447207626,12.08,1.0,70,34,0.5142857142857142,0.72,0.6
194,n09193705,alp,50,0.48,0.72,0.84,2.222618670143342,0.40751594714690453,9.76,2.0,41,17,0.5853658536585366,0.48,0.5274725274725274
195,n09246464,"cliff, drop, drop-off",50,0.4,0.66,0.86,2.4487850105601527,0.35243830665544357,9.44,2.0,58,38,0.3448275862068966,0.4,0.3703703703703704
196,n09256479,coral reef,50,0.42,0.88,0.98,1.8300286116285356,0.38291488918250133,2.94,2.0,47,26,0.44680851063829785,0.42,0.43298969072164945
197,n09332890,"lakeside, lakeshore",49,0.22448979591836735,0.5714285714285714,0.8367346938775511,2.9026186215277483,0.17034718158980033,7.63265306122449,4.0,50,39,0.22,0.22448979591836735,0.22222222222222224
198,n09428293,"seashore, coast, seacoast, sea-coast",50,0.48,0.8,0.86,2.06377525451822,0.3733144748283248,7.12,2.0,64,40,0.375,0.48,0.42105263157894735
199,n12267677,acorn,50,0.3,0.62,0.66,3.129878226200105,0.242060810110308,15.08,3.0,59,44,0.2542372881355932,0.3,0.2752293577981651
