label,synset,name,support,top1_accuracy,top5_accuracy,top10_accuracy,mean_loss,mean_true_probability,mean_true_rank,median_true_rank,predicted_count,false_positive_count,precision,recall,f1
101,n03355925,"flagpole, flagstaff",49,0.5306122448979592,0.7346938775510204,0.7959183673469388,2.174987502451897,0.42195647521219726,8.36734693877551,1.0,48,22,0.5416666666666666,0.5306122448979592,0.5360824742268041
102,n03388043,fountain,46,0.41304347826086957,0.6739130434782609,0.7391304347826086,2.8661699553060704,0.2846486857377631,13.347826086956522,2.0,53,34,0.3584905660377358,0.41304347826086957,0.38383838383838387
103,n03393912,freight car,50,0.72,0.82,0.86,1.44795987851425,0.6973473891056465,11.06,1.0,51,15,0.7058823529411765,0.72,0.712871287128713
104,n03400231,"frying pan, frypan, skillet",50,0.14,0.58,0.72,3.4909797324190426,0.11881976547373709,14.74,5.0,31,24,0.22580645161290322,0.14,0.1728395061728395
105,n03404251,fur coat,48,0.1875,0.4791666666666667,0.6041666666666666,3.2973513911547783,0.12228243999094639,10.4375,6.0,50,41,0.18,0.1875,0.1836734693877551
106,n03424325,"gasmask, respirator, gas helmet",49,0.12244897959183673,0.42857142857142855,0.6122448979591837,3.7360161399810177,0.09218180288432551,15.979591836734693,7.0,36,30,0.16666666666666666,0.12244897959183673,0.1411764705882353
107,n03444034,go-kart,49,0.673469387755102,0.8163265306122449,0.8163265306122449,1.695414466058419,0.5607212278429106,9.877551020408163,1.0,58,25,0.5689655172413793,0.673469387755102,0.6168224299065421
108,n03447447,gondola,47,0.7659574468085106,0.8297872340425532,0.8723404255319149,1.3391996847353436,0.6132681389956178,6.0638297872340425,1.0,48,12,0.75,0.7659574468085106,0.7578947368421053
109,n03544143,hourglass,48,0.2708333333333333,0.4791666666666667,0.625,3.495905166353071,0.13792747427963048,16.479166666666668,6.5,47,34,0.2765957446808511,0.2708333333333333,0.2736842105263158
110,n03584254,iPod,50,0.22,0.58,0.74,3.4167861096908343,0.15138087082721915,15.76,4.5,37,26,0.2972972972972973,0.22,0.2528735632183908
111,n03599486,"jinrikisha, ricksha, rickshaw",49,0.5918367346938775,0.673469387755102,0.7551020408163265,2.024130377953886,0.4637026661825371,9.938775510204081,1.0,54,25,0.5370370370370371,0.5918367346938775,0.5631067961165048
112,n03617480,kimono,50,0.28,0.56,0.74,2.892995044352605,0.17913094947142696,9.36,5.0,66,52,0.21212121212121213,0.28,0.2413793103448276
113,n03637318,"lampshade, lamp shade",50,0.2,0.42,0.52,3.9040468241991335,0.10225920496734028,15.24,9.5,24,14,0.4166666666666667,0.2,0.2702702702702703
114,n03649909,"lawn mower, mower",49,0.3469387755102041,0.6938775510204082,0.7755102040816326,3.0091691815564974,0.2144797776573464,10.612244897959183,3.0,44,27,0.38636363636363635,0.3469387755102041,0.3655913978494624
115,n03662601,lifeboat,50,0.76,0.88,0.9,1.3041858967098334,0.7140675247688307,11.66,1.0,53,15,0.7169811320754716,0.76,0.7378640776699028
116,n03670208,"limousine, limo",50,0.3,0.66,0.86,2.7288846046336968,0.22770882656698746,7.72,3.0,34,19,0.4411764705882353,0.3,0.35714285714285715
117,n03706229,magnetic compass,49,0.40816326530612246,0.6938775510204082,0.7142857142857143,2.901706680863821,0.3181528382767223,21.244897959183675,2.0,50,30,0.4,0.40816326530612246,0.4040404040404041
118,n03733131,maypole,49,0.6326530612244898,0.7959183673469388,0.8979591836734694,1.5975367865775398,0.5102852087682714,4.142857142857143,1.0,53,22,0.5849056603773585,0.6326530612244898,0.6078431372549019
119,n03763968,military uniform,45,0.3111111111111111,0.4222222222222222,0.5777777777777777,3.616542187863558,0.17566139695933677,18.866666666666667,7.0,33,19,0.42424242424242425,0.3111111111111111,0.3589743589743589
120,n03770439,"miniskirt, mini",50,0.24,0.38,0.52,3.7372129192724945,0.12932426546333842,16.38,9.0,48,36,0.25,0.24,0.24489795918367346
121,n03796401,moving van,50,0.44,0.82,0.86,1.9865203812858916,0.35724064373882397,6.14,2.0,68,46,0.3235294117647059,0.44,0.3728813559322034
