label,synset,name,support,top1_accuracy,top5_accuracy,top10_accuracy,mean_loss,mean_true_probability,mean_true_rank,median_true_rank,predicted_count,false_positive_count,precision,recall,f1
130,n03937543,pill bottle,49,0.2653061224489796,0.5306122448979592,0.6938775510204082,3.0737004785591244,0.17318994722787204,12.10204081632653,4.0,42,29,0.30952380952380953,0.2653061224489796,0.2857142857142857
131,n03970156,"plunger, plumber's helper",49,0.04081632653061224,0.32653061224489793,0.4897959183673469,4.17368803393423,0.04532214378851846,19.040816326530614,11.0,22,20,0.09090909090909091,0.04081632653061224,0.05633802816901408
132,n03976657,pole,50,0.16,0.42,0.5,4.005225158451655,0.12098453842975418,18.12,10.5,25,17,0.32,0.16,0.21333333333333335
133,n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",50,0.66,0.88,0.9,1.2047417163362248,0.5570328982528148,3.38,1.0,59,26,0.559322033898305,0.66,0.6055045871559633
134,n03980874,poncho,50,0.36,0.58,0.74,2.840559298320633,0.19986540005467468,9.34,3.0,51,33,0.35294117647058826,0.36,0.3564356435643565
135,n03983396,"pop bottle, soda bottle",50,0.08,0.4,0.56,4.128581376491239,0.08360303530964423,21.54,9.0,30,26,0.13333333333333333,0.08,0.1
136,n03992509,potter's wheel,47,0.3404255319148936,0.5531914893617021,0.7021276595744681,3.0344413493081226,0.2094830911356926,13.212765957446809,4.0,68,52,0.23529411764705882,0.3404255319148936,0.2782608695652174
137,n04008634,"projectile, missile",48,0.25,0.4791666666666667,0.7083333333333334,3.203419575053705,0.15845860114542262,11.1875,6.0,40,28,0.3,0.25,0.2727272727272727
138,n04023962,"punching bag, punch bag, punching ball, punchball",47,0.2978723404255319,0.6382978723404256,0.7021276595744681,3.1813928204889406,0.15342201950246173,11.914893617021276,3.0,50,36,0.28,0.2978723404255319,0.288659793814433
139,n04067472,reel,47,0.19148936170212766,0.3191489361702128,0.44680851063829785,4.155857969644653,0.15109053276285295,23.97872340425532,14.0,36,27,0.25,0.19148936170212766,0.21686746987951808
140,n04070727,"refrigerator, icebox",49,0.4489795918367347,0.6326530612244898,0.673469387755102,2.61573992218095,0.32847027718888155,12.020408163265307,2.0,58,36,0.3793103448275862,0.4489795918367347,0.411214953271028
141,n04074963,"remote control, remote",47,0.2978723404255319,0.46808510638297873,0.5957446808510638,3.579004160025651,0.15860181471328275,17.872340425531913,7.0,41,27,0.34146341463414637,0.2978723404255319,0.3181818181818182
142,n04099969,"rocking chair, rocker",48,0.2708333333333333,0.6458333333333334,0.6875,3.1155189848000595,0.18330364606794772,13.520833333333334,4.0,41,28,0.3170731707317073,0.2708333333333333,0.29213483146067415
143,n04118538,rugby ball,50,0.8,0.84,0.84,1.4249703124077113,0.7009011056170488,11.46,1.0,49,9,0.8163265306122449,0.8,0.8080808080808082
