label,synset,name,support,top1_accuracy,top5_accuracy,top10_accuracy,mean_loss,mean_true_probability,mean_true_rank,median_true_rank,predicted_count,false_positive_count,precision,recall,f1
47,n02364673,"guinea pig, Cavia cobaya",49,0.4489795918367347,0.6530612244897959,0.7551020408163265,2.6909553884469086,0.3321840305373447,9.346938775510203,2.0,54,32,0.4074074074074074,0.4489795918367347,0.42718446601941745
48,n02395406,"hog, pig, grunter, squealer, Sus scrofa",50,0.22,0.52,0.66,3.7818048848932775,0.16508112201481584,15.62,5.0,40,29,0.275,0.22,0.24444444444444446
49,n02403003,ox,47,0.3191489361702128,0.6808510638297872,0.8085106382978723,3.015817945535049,0.2734275384951891,12.72340425531915,3.0,53,38,0.2830188679245283,0.3191489361702128,0.3
50,n02410509,bison,50,0.66,0.9,0.92,1.147781033220499,0.5877817188542145,4.36,1.0,60,27,0.55,0.66,0.6000000000000001
51,n02415577,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",49,0.40816326530612246,0.6326530612244898,0.6938775510204082,3.156131634784741,0.21495501032385925,10.795918367346939,3.0,50,30,0.4,0.40816326530612246,0.4040404040404041
52,n02423022,gazelle,50,0.66,0.8,0.84,1.782123051787012,0.572584155466375,10.96,1.0,54,21,0.6111111111111112,0.66,0.6346153846153846
53,n02437312,"Arabian camel, dromedary, Camelus dromedarius",50,0.48,0.74,0.8,2.486536059827751,0.3276892059010686,8.64,2.0,53,29,0.4528301886792453,0.48,0.46601941747572817
54,n02480495,"orangutan, orang, orangutang, Pongo pygmaeus",48,0.6041666666666666,0.875,0.875,1.8461333690006867,0.4677773101470197,9.583333333333334,1.0,56,27,0.5178571428571429,0.6041666666666666,0.5576923076923077
55,n02481823,"chimpanzee, chimp, Pan troglodytes",46,0.5652173913043478,0.7608695652173914,0.8478260869565217,1.9983233247895085,0.4429401346530919,9.347826086956522,1.0,60,34,0.43333333333333335,0.5652173913043478,0.49056603773584906
56,n02486410,baboon,50,0.24,0.8,0.82,2.5920568741698493,0.2287245907395253,8.98,2.5,49,37,0.24489795918367346,0.24,0.24242424242424243
57,n02504458,"African elephant, Loxodonta africana",47,0.574468085106383,0.7872340425531915,0.851063829787234,1.8698463457182473,0.49857738626187503,8.51063829787234,1.0,52,25,0.5192307692307693,0.574468085106383,0.5454545454545454
58,n02509815,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",49,0.673469387755102,0.8163265306122449,0.8367346938775511,1.6313184358247705,0.6045592722019529,8.714285714285714,1.0,53,20,0.6226415094339622,0.673469387755102,0.6470588235294118
59,n02666196,abacus,50,0.34,0.58,0.64,3.552795646036742,0.2575171765099988,18.86,3.5,37,20,0.4594594594594595,0.34,0.39080459770114945
60,n02669723,"academic gown, academic robe, judge's robe",49,0.46938775510204084,0.7142857142857143,0.8163265306122449,2.453073592775413,0.3449452439404938,10.959183673469388,2.0,51,28,0.45098039215686275,0.46938775510204084,0.46
61,n02699494,altar,50,0.5,0.84,0.9,1.7968348809153882,0.4044454059295294,4.78,1.5,52,27,0.4807692307692308,0.5,0.49019607843137253
62,n02730930,apron,50,0.22,0.62,0.72,3.2510828973046246,0.1574688007686734,12.52,3.5,49,38,0.22448979591836735,0.22,0.22222222222222224
63,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",50,0.34,0.52,0.66,3.1103756038194716,0.20938604813060377,13.24,4.5,41,24,0.4146341463414634,0.34,0.3736263736263737
64,n02788148,"bannister, banister, balustrade, balusters, handrail",47,0.1702127659574468,0.425531914893617,0.46808510638297873,4.363002559457652,0.0936948461800506,20.170212765957448,12.0,27,19,0.2962962962962963,0.1702127659574468,0.2162162162162162
65,n02791270,barbershop,46,0.2826086956521739,0.5217391304347826,0.5652173913043478,3.378980722689456,0.1855167569588591,14.630434782608695,5.0,56,43,0.23214285714285715,0.2826086956521739,0.2549019607843137
66,n02793495,barn,48,0.4583333333333333,0.75,0.8541666666666666,2.165574331340897,0.4082955710167053,9.0625,2.0,47,25,0.46808510638297873,0.4583333333333333,0.46315789473684216
67,n02795169,"barrel, cask",48,0.1875,0.3958333333333333,0.5416666666666666,4.220524784859944,0.12033163617307589,20.395833333333332,7.0,42,33,0.21428571428571427,0.1875,0.19999999999999998
68,n02802426,basketball,48,0.5833333333333334,0.7708333333333334,0.8333333333333334,2.1363312322125574,0.4759949698026504,11.895833333333334,1.0,57,29,0.49122807017543857,0.5833333333333334,0.5333333333333333
69,n02808440,"bathtub, bathing tub, bath, tub",49,0.30612244897959184,0.5306122448979592,0.6530612244897959,3.1846095600367432,0.22424057941922299,11.73469387755102,4.0,62,47,0.24193548387096775,0.30612244897959184,0.2702702702702703
70,n02814533,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",50,0.26,0.76,0.84,2.8215255339157244,0.2824104865741465,16.74,2.0,44,31,0.29545454545454547,0.26,0.27659574468085113
71,n02814860,"beacon, lighthouse, beacon light, pharos",50,0.62,0.8,0.86,1.833091606410401,0.5071387454145828,7.66,1.0,53,22,0.5849056603773585,0.62,0.6019417475728155
72,n02815834,beaker,49,0.2653061224489796,0.5918367346938775,0.7551020408163265,2.9208947308076367,0.21157780236708312,11.081632653061224,4.0,36,23,0.3611111111111111,0.2653061224489796,0.3058823529411765
73,n02823428,beer bottle,50,0.3,0.58,0.66,3.3165949107024595,0.20237566337107932,15.76,3.0,49,34,0.30612244897959184,0.3,0.3030303030303031
74,n02837789,"bikini, two-piece",46,0.41304347826086957,0.7391304347826086,0.8043478260869565,2.4763190917931404,0.3260158538881121,10.347826086956522,2.0,37,18,0.5135135135135135,0.41304347826086957,0.4578313253012048
75,n02841315,"binoculars, field glasses, opera glasses",48,0.16666666666666666,0.4375,0.5833333333333334,3.7116298763778546,0.12178307189500444,15.520833333333334,8.0,33,25,0.24242424242424243,0.16666666666666666,0.19753086419753085
76,n02843684,birdhouse,50,0.18,0.48,0.7,3.6471121829045763,0.13043391741378682,14.2,6.0,32,23,0.28125,0.18,0.21951219512195122
77,n02883205,"bow tie, bow-tie, bowtie",47,0.1276595744680851,0.425531914893617,0.574468085106383,4.087566642617601,0.09522230942702324,17.70212765957447,7.0,34,28,0.17647058823529413,0.1276595744680851,0.14814814814814814
78,n02892201,"brass, memorial tablet, plaque",49,0.6938775510204082,0.7755102040816326,0.7959183673469388,1.7510290025606916,0.593885055995196,8.775510204081632,1.0,50,16,0.68,0.6938775510204082,0.686868686868687
79,n02906734,broom,47,0.2127659574468085,0.3829787234042553,0.5106382978723404,4.235058971667145,0.1272968605049815,21.340425531914892,9.0,34,24,0.29411764705882354,0.2127659574468085,0.24691358024691357
80,n02909870,"bucket, pail",49,0.08163265306122448,0.32653061224489793,0.40816326530612246,4.734786842740544,0.06406396458250213,22.489795918367346,14.0,34,30,0.11764705882352941,0.08163265306122448,0.09638554216867469
81,n02917067,"bullet train, bullet",50,0.74,0.82,0.88,1.2989051262974811,0.6997861529112815,8.76,1.0,64,27,0.578125,0.74,0.6491228070175439
82,n02927161,"butcher shop, meat market",50,0.58,0.72,0.8,2.4201634258581195,0.42110334168507135,12.36,1.0,61,32,0.47540983606557374,0.58,0.5225225225225224
83,n02948072,"candle, taper, wax light",49,0.30612244897959184,0.5306122448979592,0.6530612244897959,3.564329058077817,0.20552099623558648,16.448979591836736,5.0,51,36,0.29411764705882354,0.30612244897959184,0.30000000000000004
84,n02950826,cannon,49,0.2653061224489796,0.4489795918367347,0.6122448979591837,3.903640604184348,0.1674695987330858,19.102040816326532,6.0,39,26,0.3333333333333333,0.2653061224489796,0.29545454545454547
85,n02963159,cardigan,50,0.42,0.62,0.68,2.8630785067292788,0.2836830985987828,12.52,2.5,47,26,0.44680851063829785,0.42,0.43298969072164945
86,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",50,0.4,0.74,0.82,2.051773360185603,0.33850727505493095,5.04,2.0,61,41,0.32786885245901637,0.4,0.36036036036036034
87,n02988304,CD player,48,0.3333333333333333,0.5625,0.625,3.2332175186471446,0.2858884308825101,16.125,4.0,46,30,0.34782608695652173,0.3333333333333333,0.3404255319148936
88,n02999410,chain,49,0.08163265306122448,0.2857142857142857,0.46938775510204084,4.378058755456192,0.0698285938021177,15.83673469387755,11.0,28,24,0.14285714285714285,0.08163265306122448,0.10389610389610389
89,n03014705,chest,50,0.36,0.56,0.68,3.6211396258839086,0.2704586313857933,16.92,3.5,44,26,0.4090909090909091,0.36,0.3829787234042554
90,n03026506,Christmas stocking,50,0.56,0.72,0.82,2.1995023599830237,0.4405907113874926,11.9,1.0,69,41,0.4057971014492754,0.56,0.4705882352941177
91,n03042490,cliff dwelling,50,0.52,0.66,0.74,2.6474322644432995,0.46742397411035064,15.38,1.0,46,20,0.5652173913043478,0.52,0.5416666666666667
92,n03085013,"computer keyboard, keypad",50,0.34,0.48,0.56,3.9525118468686413,0.19207781531284596,19.76,7.5,39,22,0.4358974358974359,0.34,0.38202247191011235
93,n03089624,"confectionery, confectionary, candy store",50,0.42,0.72,0.82,2.309723189604434,0.364338455968155,8.32,2.0,51,30,0.4117647058823529,0.42,0.41584158415841577
94,n03100240,convertible,49,0.46938775510204084,0.8571428571428571,0.9387755102040817,1.9872839431159914,0.3210446283568054,6.36734693877551,2.0,50,27,0.46,0.46938775510204084,0.46464646464646464
95,n03126707,crane,48,0.2916666666666667,0.6041666666666666,0.7291666666666666,3.103552588313366,0.2455396450140462,12.75,4.0,37,23,0.3783783783783784,0.2916666666666667,0.3294117647058824
96,n03160309,"dam, dike, dyke",47,0.3404255319148936,0.6170212765957447,0.7446808510638298,2.9938973457251814,0.2556676681260815,11.340425531914894,4.0,43,27,0.37209302325581395,0.3404255319148936,0.3555555555555555
97,n03179701,desk,49,0.32653061224489793,0.673469387755102,0.7551020408163265,3.0541077796151703,0.255672014357686,17.551020408163264,3.0,50,34,0.32,0.32653061224489793,0.3232323232323232
98,n03201208,"dining table, board",50,0.5,0.74,0.78,2.562750314024279,0.39727115579909267,11.5,1.5,59,34,0.423728813559322,0.5,0.4587155963302752
99,n03250847,drumstick,49,0.24489795918367346,0.40816326530612246,0.5918367346938775,3.849466800555507,0.14140752759060962,18.20408163265306,7.0,41,29,0.2926829268292683,0.24489795918367346,0.26666666666666666
100,n03255030,dumbbell,46,0.21739130434782608,0.5652173913043478,0.7391304347826086,3.3534143680569377,0.13237336687082327,10.521739130434783,4.0,54,44,0.18518518518518517,0.21739130434782608,0.19999999999999998
101,n03355925,"flagpole, flagstaff",49,0.5510204081632653,0.7959183673469388,0.8571428571428571,1.8850883222979593,0.4962244617773349,5.387755102040816,1.0,45,18,0.6,0.5510204081632653,0.5744680851063829
102,n03388043,fountain,46,0.34782608695652173,0.5869565217391305,0.717391304347826,3.1917239033754385,0.26006346993969903,16.282608695652176,3.0,46,30,0.34782608695652173,0.34782608695652173,0.34782608695652173
103,n03393912,freight car,50,0.72,0.86,0.9,1.4394457463423094,0.6747781437896835,7.6,1.0,50,14,0.72,0.72,0.72
104,n03400231,"frying pan, frypan, skillet",50,0.24,0.66,0.78,3.08838138133512,0.19335435257452807,11.28,3.0,39,27,0.3076923076923077,0.24,0.26966292134831465
105,n03404251,fur coat,48,0.16666666666666666,0.4375,0.5833333333333334,3.4926748505859853,0.11297634857063032,13.645833333333334,6.5,47,39,0.1702127659574468,0.16666666666666666,0.16842105263157894
106,n03424325,"gasmask, respirator, gas helmet",49,0.24489795918367346,0.5102040816326531,0.6326530612244898,3.575578147375687,0.12268066086855108,15.183673469387756,5.0,44,32,0.2727272727272727,0.24489795918367346,0.25806451612903225
107,n03444034,go-kart,49,0.673469387755102,0.8367346938775511,0.8571428571428571,1.609550004823174,0.5523642169100863,7.673469387755102,1.0,48,15,0.6875,0.673469387755102,0.6804123711340205
108,n03447447,gondola,47,0.7872340425531915,0.851063829787234,0.8936170212765957,1.2102387956274907,0.6623185806741514,6.957446808510638,1.0,59,22,0.6271186440677966,0.7872340425531915,0.6981132075471698
109,n03544143,hourglass,48,0.3125,0.5416666666666666,0.6458333333333334,3.3662199571692466,0.16700749020939445,13.916666666666666,3.5,39,24,0.38461538461538464,0.3125,0.3448275862068966
110,n03584254,iPod,50,0.24,0.54,0.66,3.50540189231001,0.16138354883550285,14.98,4.0,42,30,0.2857142857142857,0.24,0.2608695652173913
111,n03599486,"jinrikisha, ricksha, rickshaw",49,0.5510204081632653,0.7959183673469388,0.8367346938775511,1.9062437913025245,0.46574090162557175,7.183673469387755,1.0,57,30,0.47368421052631576,0.5510204081632653,0.5094339622641509
112,n03617480,kimono,50,0.32,0.56,0.76,2.771893011608607,0.21421996598995538,7.7,4.0,62,46,0.25806451612903225,0.32,0.2857142857142857
113,n03637318,"lampshade, lamp shade",50,0.2,0.56,0.66,3.263859706563181,0.1876065167700278,10.66,4.0,36,26,0.2777777777777778,0.2,0.23255813953488372
114,n03649909,"lawn mower, mower",49,0.30612244897959184,0.6122448979591837,0.7551020408163265,2.7629022121683513,0.25929458509069225,9.122448979591837,3.0,34,19,0.4411764705882353,0.30612244897959184,0.3614457831325301
115,n03662601,lifeboat,50,0.74,0.88,0.88,1.3875163517218443,0.7135650215719573,9.12,1.0,43,6,0.8604651162790697,0.74,0.7956989247311828
116,n03670208,"limousine, limo",50,0.44,0.72,0.86,2.2084942115336177,0.33035283468436494,6.46,2.0,52,30,0.4230769230769231,0.44,0.4313725490196078
117,n03706229,magnetic compass,49,0.3673469387755102,0.6530612244897959,0.7142857142857143,3.0659446978361418,0.3313514961508079,18.571428571428573,3.0,39,21,0.46153846153846156,0.3673469387755102,0.4090909090909091
118,n03733131,maypole,49,0.673469387755102,0.8367346938775511,0.8775510204081632,1.359686785604503,0.5783500159967035,5.163265306122449,1.0,49,16,0.673469387755102,0.673469387755102,0.673469387755102
119,n03763968,military uniform,45,0.37777777777777777,0.6444444444444445,0.7777777777777778,2.816103871429253,0.24421566378090198,9.866666666666667,3.0,58,41,0.29310344827586204,0.37777777777777777,0.33009708737864074
120,n03770439,"miniskirt, mini",50,0.26,0.62,0.74,3.1029422373291764,0.16920477773928608,11.9,3.5,48,35,0.2708333333333333,0.26,0.2653061224489796
121,n03796401,moving van,50,0.42,0.8,0.9,2.1121197396746196,0.37660801422980034,6.28,2.0,45,24,0.4666666666666667,0.42,0.4421052631578947
122,n03804744,nail,48,0.10416666666666667,0.4375,0.5625,3.9239481427381,0.0817356944357072,15.395833333333334,7.0,22,17,0.22727272727272727,0.10416666666666667,0.14285714285714288
123,n03814639,neck brace,49,0.24489795918367346,0.5714285714285714,0.7959183673469388,3.061485377071062,0.14397169161695364,9.183673469387756,5.0,61,49,0.19672131147540983,0.24489795918367346,0.21818181818181817
124,n03837869,obelisk,49,0.7346938775510204,0.9183673469387755,0.9387755102040817,1.1452647009932209,0.5922836135516901,3.7755102040816326,1.0,56,20,0.6428571428571429,0.7346938775510204,0.6857142857142857
125,n03838899,"oboe, hautboy, hautbois",49,0.2857142857142857,0.4897959183673469,0.673469387755102,3.5465094556963894,0.1805717905607092,17.102040816326532,6.0,38,24,0.3684210526315789,0.2857142857142857,0.32183908045977017
126,n03854065,"organ, pipe organ",50,0.54,0.8,0.8,1.979068043949879,0.4342144094662578,8.38,1.0,49,22,0.5510204081632653,0.54,0.5454545454545455
127,n03891332,parking meter,49,0.30612244897959184,0.5102040816326531,0.6938775510204082,3.379484187797804,0.2055253065855789,13.224489795918368,3.0,45,30,0.3333333333333333,0.30612244897959184,0.3191489361702127
128,n03902125,"pay-phone, pay-station",47,0.3829787234042553,0.723404255319149,0.7872340425531915,2.602743614370468,0.2790961906752737,8.148936170212766,2.0,58,40,0.3103448275862069,0.3829787234042553,0.3428571428571428
129,n03930313,"picket fence, paling",48,0.4583333333333333,0.6875,0.7708333333333334,2.5308677511268813,0.36566771763793016,8.770833333333334,2.0,50,28,0.44,0.4583333333333333,0.4489795918367347
130,n03937543,pill bottle,49,0.20408163265306123,0.5918367346938775,0.6530612244897959,3.2891502730655384,0.19229663555626242,11.775510204081632,4.0,38,28,0.2631578947368421,0.20408163265306123,0.22988505747126436
131,n03970156,"plunger, plumber's helper",49,0.0,0.3469387755102041,0.46938775510204084,4.3265102694073265,0.045934363541747236,17.428571428571427,12.0,31,31,0.0,0.0,0.0
132,n03976657,pole,50,0.16,0.36,0.5,4.336757483190333,0.12172826020892255,19.42,10.5,32,24,0.25,0.16,0.19512195121951217
133,n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",50,0.64,0.9,0.92,1.2586659386545787,0.5818519935186428,3.3,1.0,60,28,0.5333333333333333,0.64,0.5818181818181818
134,n03980874,poncho,50,0.28,0.62,0.72,2.973456055753214,0.2188130000774148,11.62,3.0,44,30,0.3181818181818182,0.28,0.29787234042553196
135,n03983396,"pop bottle, soda bottle",50,0.1,0.38,0.52,4.25950939992708,0.1040681860382737,19.72,10.0,40,35,0.125,0.1,0.11111111111111112
136,n03992509,potter's wheel,47,0.3191489361702128,0.5319148936170213,0.6808510638297872,3.2398947070616924,0.21844888951475314,14.148936170212766,4.0,62,47,0.24193548387096775,0.3191489361702128,0.27522935779816515
137,n04008634,"projectile, missile",48,0.1875,0.4583333333333333,0.6458333333333334,3.862558807997518,0.14483875767858623,15.75,7.0,39,30,0.23076923076923078,0.1875,0.20689655172413793
138,n04023962,"punching bag, punch bag, punching ball, punchball",47,0.2765957446808511,0.48936170212765956,0.7021276595744681,3.251971092402512,0.1696113916306493,10.297872340425531,6.0,66,53,0.19696969696969696,0.2765957446808511,0.23008849557522124
139,n04067472,reel,47,0.19148936170212766,0.3404255319148936,0.44680851063829785,4.274624876315054,0.1622602720433794,21.914893617021278,12.0,46,37,0.1956521739130435,0.19148936170212766,0.1935483870967742
140,n04070727,"refrigerator, icebox",49,0.4489795918367347,0.6326530612244898,0.7346938775510204,2.8070091528672134,0.36854632611270066,13.408163265306122,2.0,66,44,0.3333333333333333,0.4489795918367347,0.3826086956521739
141,n04074963,"remote control, remote",47,0.2553191489361702,0.48936170212765956,0.5957446808510638,3.913300506528428,0.19794625053695442,21.19148936170213,6.0,32,20,0.375,0.2553191489361702,0.3037974683544304
142,n04099969,"rocking chair, rocker",48,0.25,0.5208333333333334,0.6875,3.534266912906142,0.18179567794514676,17.979166666666668,5.0,46,34,0.2608695652173913,0.25,0.2553191489361702
143,n04118538,rugby ball,50,0.76,0.82,0.82,1.726997649497382,0.7221002486561083,15.26,1.0,45,7,0.8444444444444444,0.76,0.8
144,n04133789,sandal,49,0.20408163265306123,0.5102040816326531,0.6530612244897959,3.7670638088253154,0.17160387226550777,22.06122448979592,5.0,33,23,0.30303030303030304,0.20408163265306123,0.24390243902439027
145,n04146614,school bus,50,0.74,0.88,0.92,0.9938509134402759,0.6737754675803213,3.42,1.0,57,20,0.6491228070175439,0.74,0.6915887850467289
